match_id,home_sot_residual_last5,away_sot_residual_last5,rel_sot_residual_diff,home_sot_residual_available,away_sot_residual_available,rel_sot_residual_available,home_match_number,away_match_number
71,-0.80000000000000004,-0.39999999999999991,-0.40000000000000013,True,True,True,8,8
72,-1.2,1.5999999999999999,-2.7999999999999998,True,True,True,8,8
73,2.3999999999999999,0.80000000000000004,1.5999999999999999,True,True,True,8,8
74,-1.2,0.40000000000000002,-1.6000000000000001,True,True,True,8,8
75,0.19999999999999996,0,0.19999999999999996,True,True,True,8,8
76,-1.8000000000000003,2.7999999999999998,-4.5999999999999996,True,True,True,8,8
77,-1,-0.39999999999999997,-0.60000000000000009,True,True,True,8,8
78,-0.39999999999999991,0.59999999999999998,-0.99999999999999989,True,True,True,8,8
79,0,-1.8,1.8,True,True,True,8,8
80,1,0,1,True,True,True,9,9
81,0.40000000000000002,1.8,-1.3999999999999999,True,True,True,9,9
82,-1,-1.6000000000000001,0.60000000000000009,True,True,True,9,9
83,-1.3999999999999999,-0.60000000000000009,-0.79999999999999982,True,True,True,9,9
84,-1.2,-1.0000000000000002,-0.19999999999999973,True,True,True,9,9
85,-0.59999999999999987,-1.2,0.60000000000000009,True,True,True,9,9
