rung,fold,lambda,lambda_label,is_selected,block,design_columns,block_l2_norm,block_l2_norm_per_column
B3,3,0.029999999999999999,lam=0.03,False,C_context,20,0.41552270912851957,0.092913702380624213
B3,3,0.029999999999999999,lam=0.03,False,X_prior_composite,6,1.3446485457106769,0.54895047006110342
B3,3,0.10000000000000001,lam=0.1,False,phase1_backbone,88,6.3979507368962905,0.68202384015709738
B3,3,0.10000000000000001,lam=0.1,False,C_context,20,0.39882576263256825,0.089180151642461805
B3,3,0.10000000000000001,lam=0.1,False,X_prior_composite,6,1.2646612910628687,0.51629581009223813
B3,3,0.29999999999999999,lam=0.3,False,phase1_backbone,88,4.6422475460092194,0.4948652511546201
B3,3,0.29999999999999999,lam=0.3,False,C_context,20,0.38436424438113409,0.085946457855655731
B3,3,0.29999999999999999,lam=0.3,False,X_prior_composite,6,1.1026396859666761,0.4501507667935063
B3,3,1,lam=1,False,phase1_backbone,88,2.820739439011358,0.30069183452487214
B3,3,1,lam=1,False,C_context,20,0.37866016748854431,0.084670987487584087
B3,3,1,lam=1,False,X_prior_composite,6,0.81590954565335916,0.33309367718613109
B3,3,3,lam=3,False,phase1_backbone,88,1.690535008802472,0.18021163745046259
B3,3,3,lam=3,False,C_context,20,0.36778388696171754,0.0822389772275499
B3,3,3,lam=3,False,X_prior_composite,6,0.52833139753978997,0.21569038984400288
B3,3,10,lam=10,False,phase1_backbone,88,1.0132625601454304,0.10801415183966277
B3,3,10,lam=10,False,C_context,20,0.34377292503381135,0.076869962919954127
B3,3,10,lam=10,False,X_prior_composite,6,0.30966081392299966,0.12641849790771301
B3,3,30,lam=30,False,phase1_backbone,88,0.65283576851740122,0.069592526755237707
B3,3,30,lam=30,False,C_context,20,0.30421881689250102,0.068025395460619364
B3,3,30,lam=30,False,X_prior_composite,6,0.19467303123106663,0.079474932199501178
B3,3,100,lam=100,True,phase1_backbone,88,0.41021589111408618,0.043729160922989133
B3,3,100,lam=100,True,C_context,20,0.22819343911194909,0.051025604187377741
