rung,fold,column,block,beta_home,beta_draw,beta_away,beta_l2,train_centre,train_scale,selected_lambda
D4,3,away_prior_venue_split,X_prior_composite,-0.0084411664050162687,0.0018534082664670971,0.0065877581385491539,0.010866782862071206,0.10620763689958448,0.73825997891585438,1000
D4,3,rel_prior_attack_diff,X_prior_composite,0.010021310377595424,-0.0058742996008319505,-0.0041470107767634691,0.012334170254501457,-7.4093638001783379e-18,0.96762397556314372,1000
D4,3,rel_prior_finishing_diff,X_prior_composite,0.00022030116465176068,-0.010021938865178324,0.0098016377005265658,0.014019981912716665,-6.6288277470040462e-18,0.89258737557050483,1000
D4,3,rel_prior_defence_diff,X_prior_composite,0.01404743924563647,-0.0036460397137578668,-0.010401399531878604,0.017855342818773091,2.1057287320773578e-17,0.91076977492149958,1000
D4,3,rel_prior_keeping_diff,X_prior_composite,-0.0060546421593017782,0.0015815043331982891,0.0044731378261034845,0.0076921264709075912,1.9513401329357276e-19,0.72572443164292932,1000
D4,3,rel_prior_control_diff,X_prior_composite,0.0033429296421988094,0.0068650905998539954,-0.010208020242052803,0.012747875305283422,-7.7996318267654837e-18,0.75608660961584606,1000
D4,3,rel_prior_discipline_diff,X_prior_composite,0.014970157296384342,-0.021159205748499908,0.0061890484521155672,0.026648112843660712,-7.6044978134719092e-18,0.90435294850322678,1000
D4,3,rel_prior_rotation_diff,X_prior_composite,0.0033696839184810998,-0.0036791540578814588,0.00030947013940034961,0.0049986714294176426,8.4826008732929866e-18,0.58804762564484059,1000
D4,3,rel_prior_venue_split_diff,X_prior_composite,-0.00049187116933436202,-0.0046122950570248169,0.0051041662263591739,0.006896935247382243,-6.5312607403572605e-18,0.98745965408764524,1000
D4,3,home_prior_fbref_available,X_availability,0.014568383142364798,-0.0014004530985797508,-0.013167930043785039,0.019687392867062847,0,1,1000
D4,3,away_prior_fbref_available,X_availability,-0.0030052444694472122,0.0014495199542506859,0.0015557245151965322,0.0036814237987628446,0,1,1000
D4,3,rel_prior_fbref_available,X_availability,0.0034215523972732334,0.0016156655477183705,-0.0050372179449916085,0.0063000762372145786,0,1,1000
D4,3,kickoff_hour_bucket=early,C_context,0.0020459964481213018,-0.0071487223797656266,0.005102725931644324,0.00901821185502771,0,1,1000
D4,3,kickoff_hour_bucket=afternoon,C_context,0.00075520129117030103,0.0016482426354884744,-0.00240344392665877,0.0030105772676050366,0,1,1000
D4,3,kickoff_hour_bucket=evening,C_context,-0.0028011977392916033,0.0055004797442771546,-0.0026992820049855475,0.0067370698032790536,0,1,1000
D4,3,day_of_week=Mon,C_context,0.00026148808857710614,0.0019433249807175974,-0.0022048130692947014,0.0029506081867441297,0,1,1000
D4,3,day_of_week=Tue,C_context,0.0014902213486985782,0.0011776173292595924,-0.0026678386779581701,0.0032748901437909487,0,1,1000
D4,3,day_of_week=Wed,C_context,-0.0017305668737202676,-0.00066764612596901998,0.0023982129996892899,0.0030318375032013316,0,1,1000
D4,3,day_of_week=Thu,C_context,0.0033636590969827085,-0.0024764772113547132,-0.00088718188562799468,0.004270156156074411,0,1,1000
D4,3,day_of_week=Fri,C_context,-0.0016659613310286215,0.00094974390329600697,0.00071621742773261452,0.0020470486174291305,0,1,1000
D4,3,day_of_week=Sat,C_context,-0.0071390132442563266,0.0026574254424590609,0.0044815878017972688,0.0088381021327609728,0,1,1000
D4,3,day_of_week=Sun,C_context,0.0054201729147468208,-0.0035839883184085185,-0.0018361845963383034,0.0067523936914307527,0,1,1000
D4,4,home_rest_days,C_context,-0.0096003897059070906,-0.00687527045068067,0.016475660156587739,0.020270278830609667,7.6831081081081027,4.8365642507650257,1000
D4,4,home_matches_last14,C_context,0.0081429362214117899,-0.008994038956089679,0.00085110273467789562,0.01216242257589396,1.5736842105263158,0.81100464354770985,1000
D4,4,home_is_season_opener,C_context,0.0017660594299039659,-0.0034405170825703426,0.0016744576526663754,0.0042142534494242333,0,1,1000
D4,4,away_rest_days,C_context,-0.0052362935676167057,-0.0062313094414754699,0.011467603009092196,0.014062500007318251,7.6831081081081027,4.8773359924611768,1000
D4,4,away_matches_last14,C_context,0.0041108143455892759,-0.018338088393578686,0.014227274047989392,0.023571160500730555,1.5657894736842106,0.79943279754080787,1000
D4,4,away_is_season_opener,C_context,0.0017660594299039659,-0.0034405170825703426,0.0016744576526663754,0.0042142534494242333,0,1,1000
D4,4,rel_rest_days_diff,C_context,-0.0085618118050450939,-0.0011721713098359001,0.0097339831148810074,0.013016490857577572,0,2.4403407872456535,1000
D4,4,rel_matches_last14_diff,C_context,0.0056402349983473068,0.012522516436526,-0.018162751434873309,0.022770841188340808,0.0078947368421052634,0.58820940549189937,1000
D4,4,days_since_season_start,C_context,0.0023890884541868255,-0.0037582856351339737,0.0013691971809471318,0.004659093847251496,149.42105263157896,86.025067209306314,1000
D4,4,rel_context_available,C_context,-0.0017660594299039481,0.0034405170825703418,-0.0016744576526663702,0.0042142534494242229,0,1,1000
D4,4,home_prior_attack,X_prior_composite,0.011425710206584276,-0.0057663889435340581,-0.0056593212630502198,0.01399378477508384,0.16990869203022035,0.74645890044263419,1000
D4,4,home_prior_finishing,X_prior_composite,0.010020872096517105,-0.0167647825145072,0.0067439104179901066,0.020662916978475158,0.14308046849146913,0.69141450152428741,1000
D4,4,home_prior_defence,X_prior_composite,0.0071214087780594494,0.01047971782043646,-0.017601126598495932,0.02168729135038483,0.19814606894053338,0.69388694759471736,1000
D4,4,home_prior_keeping,X_prior_composite,0.0067715343134139511,-0.0070195772741378053,0.00024804296072384918,0.0097565192243801342,0.21405449487074019,0.57815404865403275,1000
D4,4,home_prior_control,X_prior_composite,0.0088708051115729668,-0.0045013399162105424,-0.0043694651953624236,0.010864873237284594,0.11267406645303568,0.5734381569756245,1000
D4,4,home_prior_discipline,X_prior_composite,0.013000663144381069,-0.020177017237898338,0.0071763540935172654,0.025052531306988861,-0.021423412400592659,0.66876406116238052,1000
D4,4,home_prior_rotation,X_prior_composite,0.0074199494756726778,-0.0044636282244001945,-0.0029563212512724855,0.0091498340142279408,-0.027691462520055974,0.47057065912370705,1000
D4,4,home_prior_venue_split,X_prior_composite,0.001702481155319524,-0.0042357776668866072,0.0025332965115671051,0.0052209046862619042,0.11041872771372692,0.7770574166215054,1000
D4,4,away_prior_attack,X_prior_composite,-0.0012795817111031416,0.00045560946956464655,0.00082397224153849772,0.0015886596863307757,0.16990869203022027,0.74645890044263419,1000
D4,4,away_prior_finishing,X_prior_composite,0.013306220963582952,-0.014516001227801115,0.001209780264218193,0.019728998359392444,0.14308046849146908,0.69141450152428741,1000
D4,4,away_prior_defence,X_prior_composite,-0.016308739705880124,0.0057040822762849559,0.010604657429595172,0.020272402536646889,0.19814606894053333,0.69388694759471725,1000
D4,4,away_prior_keeping,X_prior_composite,0.004800385804238509,0.0061609815731118421,-0.010961367377350347,0.013459308028089657,0.21405449487074008,0.57815404865403264,1000
D4,4,away_prior_control,X_prior_composite,0.0080224663719948991,-0.0090548373991683438,0.0010323710271734521,0.012141492369264739,0.11267406645303576,0.57343815697562439,1000
D4,4,away_prior_discipline,X_prior_composite,0.00024536214888855215,0.0045064788682246636,-0.0047518410171132185,0.0065535141279913509,-0.021423412400592663,0.66876406116238052,1000
D4,4,away_prior_rotation,X_prior_composite,0.0085016862971501999,-0.00058101281797972248,-0.0079206734791704789,0.011634144324076558,-0.02769146252005596,0.47057065912370699,1000
D4,4,away_prior_venue_split,X_prior_composite,-0.0015348047395598351,-0.0069905748895292986,0.0085253796290891363,0.01113130094350076,0.11041872771372692,0.77705741662150551,1000
D4,4,rel_prior_attack_diff,X_prior_composite,0.0097690606634434438,-0.0060944960572671203,-0.0036745646061763335,0.012086349882534693,-2.2277501480965312e-18,0.99710663930997634,1000
D4,4,rel_prior_finishing_diff,X_prior_composite,-0.0046722221533934431,-0.0050184761612189566,0.0096906983146124014,0.011871158185123095,-1.5411648565520264e-17,0.92142699239337633,1000
D4,4,rel_prior_defence_diff,X_prior_composite,0.016815717722707658,0.0004743590584390439,-0.017290076781146697,0.024123435371937715,9.6961912183545745e-18,0.92700422771835,1000
D4,4,rel_prior_keeping_diff,X_prior_composite,-0.0042538596962721307,-0.0037762305097345616,0.0080300902060066858,0.009840609122143967,1.6069017461679897e-18,0.77143488563046403,1000
D4,4,rel_prior_control_diff,X_prior_composite,-0.0026959438787141536,0.01033712418765385,-0.0076411803089397106,0.01313437803559356,-4.2363773308065185e-18,0.76706941365160397,1000
D4,4,rel_prior_discipline_diff,X_prior_composite,0.011569307444624179,-0.016089657881103697,0.0045203504364795073,0.020326326120275136,-8.3266726846886737e-18,0.89335737451973518,1000
D4,4,rel_prior_rotation_diff,X_prior_composite,0.003061795315099679,-0.0033550384756565136,0.00029324316055682158,0.0045515783279995604,5.1859101808148759e-18,0.6294459606056102,1000
D4,4,rel_prior_venue_split_diff,X_prior_composite,0.000317506702695063,-0.00085354347412419488,0.00053603677142912743,0.001056731938005308,-1.5338607577058083e-18,1.0393743900015049,1000
D4,4,home_prior_fbref_available,X_availability,0.018002630928613639,0.0017100168016267406,-0.019712647730240365,0.026750838460696379,0,1,1000
D4,4,away_prior_fbref_available,X_availability,-0.010752638661595265,0.0016580983821233705,0.009094540279471916,0.014180239466474833,0,1,1000
D4,4,rel_prior_fbref_available,X_availability,0.0020989707876297031,0.0047217598487849198,-0.0068207306364146073,0.0085570474377231927,0,1,1000
D4,4,kickoff_hour_bucket=early,C_context,0.0051990047214620135,-0.0077920050546622628,0.0025930003332002476,0.0097194981142877512,0,1,1000
D4,4,kickoff_hour_bucket=afternoon,C_context,-0.0092259170086212688,0.0066075559524601977,0.002618361056161075,0.01164616481659436,0,1,1000
D4,4,kickoff_hour_bucket=evening,C_context,0.0040269122871592631,0.0011844491022020649,-0.0052113613893613291,0.0066915790195369862,0,1,1000
D4,4,day_of_week=Mon,C_context,0.0018706738839931398,0.0014697138892090747,-0.0033403877732022151,0.0041009352801217062,0,1,1000
D4,4,day_of_week=Tue,C_context,0.0054736137556738278,0.00021602113741848964,-0.0056896348930923152,0.0078980413961188458,0,1,1000
D4,4,day_of_week=Wed,C_context,-0.0012770048260148752,2.0548123219330871e-05,0.0012564567027955442,0.0017916045872437838,0,1,1000
D4,4,day_of_week=Thu,C_context,0.005319946145568002,-0.0040365133021018906,-0.0012834328434661105,0.0068001813573960552,0,1,1000
D4,4,day_of_week=Fri,C_context,-0.00077931520961644534,0.00079952926181903119,-2.0214052202585726e-05,0.0011166860992914964,0,1,1000
D4,4,day_of_week=Sat,C_context,-0.0080565078149402256,0.00016543266339636182,0.0078910751515438738,0.011278464132390744,0,1,1000
D4,4,day_of_week=Sun,C_context,-0.0025514059346634127,0.0013652682270395976,0.0011861377076238142,0.0031273874458798041,0,1,1000
