rung,fold,column,block,beta_home,beta_draw,beta_away,beta_l2,train_centre,train_scale,selected_lambda
D3,2,days_since_season_start,C_context,0.0019732083279273742,-0.0037290497735899836,0.0017558414456626018,0.0045697201776060629,152.70526315789473,88.952115880779246,1000
D3,2,rel_context_available,C_context,-0.0020361471442985708,0.0033158679477965584,-0.0012797208034979837,0.0040961641538597195,0,1,1000
D3,2,kickoff_hour_bucket=early,C_context,0.001242479735415331,-0.004012218673953169,0.0027697389385378372,0.0050312134091279595,0,1,1000
D3,2,kickoff_hour_bucket=afternoon,C_context,0.0052009444813783962,-0.0040317756227178222,-0.0011691688586605757,0.0066837110941739362,0,1,1000
D3,2,kickoff_hour_bucket=evening,C_context,-0.0064434242167937311,0.0080439942966709938,-0.0016005700798772627,0.010430023224472595,0,1,1000
D3,2,day_of_week=Mon,C_context,-2.2079155893438308e-05,0.0022748437634682139,-0.0022527646075747774,0.0032016167813242007,0,1,1000
D3,2,day_of_week=Tue,C_context,0.0022601869293258085,0.0010205116825734155,-0.0032806986118992243,0.0041125262834274447,0,1,1000
D3,2,day_of_week=Wed,C_context,-0.0061690436804460848,0.0029284606858799738,0.0032405829945661101,0.0075587274103957108,0,1,1000
D3,2,day_of_week=Thu,C_context,0.0035070508894314394,-0.0020324148620495339,-0.0014746360273819054,0.0043133128249402877,0,1,1000
D3,2,day_of_week=Fri,C_context,-8.6282239536663831e-05,-1.3820947445727509e-05,0.00010010318698239184,0.0001328769787878679,0,1,1000
D3,2,day_of_week=Sat,C_context,-0.0064828261649244193,0.0027574694009172445,0.0037253567640071704,0.0079692506298119099,0,1,1000
D3,2,day_of_week=Sun,C_context,0.0069929934220433563,-0.0069350497233435868,-5.7943698699770008e-05,0.0098488694345193056,0,1,1000
D3,3,home_rest_days,C_context,-0.011998453269776169,-0.013620726749668587,0.02561918001944475,0.031397921315349159,7.6963963963963948,5.2140738682094971,300
D3,3,home_matches_last14,C_context,0.020616197357382869,-0.029462966189246809,0.0088467688318639246,0.037031868558198629,1.5842105263157895,0.83399050726311441,300
D3,3,home_is_season_opener,C_context,0.0024550387500333567,-0.0080491385657972554,0.0055940998157639008,0.010104939369649861,0,1,300
D3,3,away_rest_days,C_context,-0.0068106452583249722,-0.012228240274312935,0.01903888553263795,0.023630359949987304,7.7342342342342336,5.2517832476132869,300
D3,3,away_matches_last14,C_context,0.011815274388417256,-0.049568057486178034,0.037752783097760742,0.063418180858908338,1.5798245614035087,0.82170979473604733,300
D3,3,away_is_season_opener,C_context,0.0024550387500333567,-0.0080491385657972554,0.0055940998157639008,0.010104939369649861,0,1,300
D3,3,rel_rest_days_diff,C_context,-0.010036317956499901,-0.002546992049450482,0.012583310005950386,0.016295844173585407,-0.037837837837837777,2.6695835161751429,300
D3,3,rel_matches_last14_diff,C_context,0.011900513947959159,0.025691045767334518,-0.037591559715293703,0.047061421851377801,0.0043859649122807015,0.62896327269524333,300
D3,3,days_since_season_start,C_context,0.0024924824347214458,-0.0027787403752198153,0.00028625794049835448,0.0037437695400184645,151.11140350877193,87.417102845838926,300
D3,3,rel_context_available,C_context,-0.0024550387500333918,0.008049138565797238,-0.005594099815763932,0.010104939369649873,0,1,300
D3,3,kickoff_hour_bucket=early,C_context,0.0084896220977169912,-0.022630556250572288,0.014140934152855302,0.028003245852717691,0,1,300
D3,3,kickoff_hour_bucket=afternoon,C_context,-0.00093667353806060243,0.0063968382646316943,-0.0054601647265711045,0.0084622866851726611,0,1,300
