model,scope,class,bin,bin_lo,bin_hi,n,mean_predicted,observed_frequency,thin
D1,pooled,D,4,0.40000000000000002,0.5,0,,,True
D1,pooled,D,5,0.5,0.59999999999999998,0,,,True
D1,pooled,D,6,0.59999999999999998,0.69999999999999996,0,,,True
D1,pooled,D,7,0.69999999999999996,0.80000000000000004,0,,,True
D1,pooled,D,8,0.80000000000000004,0.90000000000000002,0,,,True
D1,pooled,D,9,0.90000000000000002,1,0,,,True
D1,pooled,A,0,0,0.10000000000000001,55,0.077119561819328511,0.090909090909090912,False
D1,pooled,A,1,0.10000000000000001,0.20000000000000001,264,0.15700803703626898,0.13636363636363635,False
D1,pooled,A,2,0.20000000000000001,0.29999999999999999,402,0.25202814008248131,0.23134328358208955,False
D1,pooled,A,3,0.29999999999999999,0.40000000000000002,407,0.34359211463831529,0.35135135135135137,False
D1,pooled,A,4,0.40000000000000002,0.5,241,0.44693919369209539,0.45643153526970953,False
D1,pooled,A,5,0.5,0.59999999999999998,115,0.54482672546795496,0.57391304347826089,False
D1,pooled,A,6,0.59999999999999998,0.69999999999999996,26,0.63777982587606374,0.69230769230769229,False
D1,pooled,A,7,0.69999999999999996,0.80000000000000004,9,0.7349913223919875,0.66666666666666663,True
D1,pooled,A,8,0.80000000000000004,0.90000000000000002,1,0.82545491149182804,1,True
D1,pooled,A,9,0.90000000000000002,1,0,,,True
D1,pooled,pooled,0,0,0.10000000000000001,62,0.077529150392741011,0.096774193548387094,False
D1,pooled,pooled,1,0.10000000000000001,0.20000000000000001,572,0.16398719993682959,0.1888111888111888,False
D1,pooled,pooled,2,0.20000000000000001,0.29999999999999999,1833,0.24387021813230117,0.23022367703218766,False
D1,pooled,pooled,3,0.29999999999999999,0.40000000000000002,739,0.34629119815112008,0.34506089309878213,False
D1,pooled,pooled,4,0.40000000000000002,0.5,652,0.44950525182255502,0.46472392638036808,False
D1,pooled,pooled,5,0.5,0.59999999999999998,380,0.54361779965799173,0.57631578947368423,False
D1,pooled,pooled,6,0.59999999999999998,0.69999999999999996,215,0.64108269898171699,0.6093023255813953,False
D1,pooled,pooled,7,0.69999999999999996,0.80000000000000004,89,0.74256155480626784,0.6629213483146067,False
D1,pooled,pooled,8,0.80000000000000004,0.90000000000000002,18,0.8275701291348887,0.94444444444444442,True
D1,pooled,pooled,9,0.90000000000000002,1,0,,,True
market_B365C_proportional,pooled,H,0,0,0.10000000000000001,22,0.080589437561773114,0,False
market_B365C_proportional,pooled,H,1,0.10000000000000001,0.20000000000000001,142,0.15793705442337058,0.12676056338028169,False
market_B365C_proportional,pooled,H,2,0.20000000000000001,0.29999999999999999,237,0.25314148768237765,0.24050632911392406,False
market_B365C_proportional,pooled,H,3,0.29999999999999999,0.40000000000000002,271,0.34900768859214398,0.38007380073800739,False
market_B365C_proportional,pooled,H,4,0.40000000000000002,0.5,273,0.44900967296672534,0.43223443223443225,False
market_B365C_proportional,pooled,H,5,0.5,0.59999999999999998,238,0.55140099933258102,0.59663865546218486,False
market_B365C_proportional,pooled,H,6,0.59999999999999998,0.69999999999999996,188,0.64954504505010402,0.6436170212765957,False
market_B365C_proportional,pooled,H,7,0.69999999999999996,0.80000000000000004,106,0.75188692749102015,0.72641509433962259,False
market_B365C_proportional,pooled,H,8,0.80000000000000004,0.90000000000000002,43,0.83788155869412584,0.93023255813953487,False
market_B365C_proportional,pooled,H,9,0.90000000000000002,1,0,,,True
market_B365C_proportional,pooled,D,0,0,0.10000000000000001,16,0.082861901584980774,0,True
market_B365C_proportional,pooled,D,1,0.10000000000000001,0.20000000000000001,288,0.16407340731525405,0.18055555555555555,False
market_B365C_proportional,pooled,D,2,0.20000000000000001,0.29999999999999999,1187,0.2545326225828265,0.25610783487784328,False
market_B365C_proportional,pooled,D,3,0.29999999999999999,0.40000000000000002,29,0.30898297015617471,0.34482758620689657,False
market_B365C_proportional,pooled,D,4,0.40000000000000002,0.5,0,,,True
market_B365C_proportional,pooled,D,5,0.5,0.59999999999999998,0,,,True
market_B365C_proportional,pooled,D,6,0.59999999999999998,0.69999999999999996,0,,,True
market_B365C_proportional,pooled,D,7,0.69999999999999996,0.80000000000000004,0,,,True
market_B365C_proportional,pooled,D,8,0.80000000000000004,0.90000000000000002,0,,,True
market_B365C_proportional,pooled,D,9,0.90000000000000002,1,0,,,True
market_B365C_proportional,pooled,A,0,0,0.10000000000000001,110,0.074585993035734113,0.06363636363636363,False
market_B365C_proportional,pooled,A,1,0.10000000000000001,0.20000000000000001,333,0.15510485708428381,0.14414414414414414,False
market_B365C_proportional,pooled,A,2,0.20000000000000001,0.29999999999999999,326,0.24987792031221986,0.22085889570552147,False
market_B365C_proportional,pooled,A,3,0.29999999999999999,0.40000000000000002,281,0.34612565970449949,0.35587188612099646,False
market_B365C_proportional,pooled,A,4,0.40000000000000002,0.5,219,0.44792546837277847,0.44292237442922372,False
market_B365C_proportional,pooled,A,5,0.5,0.59999999999999998,140,0.55263849475534288,0.51428571428571423,False
market_B365C_proportional,pooled,A,6,0.59999999999999998,0.69999999999999996,70,0.64624043870686632,0.68571428571428572,False
market_B365C_proportional,pooled,A,7,0.69999999999999996,0.80000000000000004,36,0.73776620361765266,0.80555555555555558,False
market_B365C_proportional,pooled,A,8,0.80000000000000004,0.90000000000000002,5,0.81217105891950536,1,True
market_B365C_proportional,pooled,A,9,0.90000000000000002,1,0,,,True
market_B365C_proportional,pooled,pooled,0,0,0.10000000000000001,148,0.076373089767901706,0.0472972972972973,False
market_B365C_proportional,pooled,pooled,1,0.10000000000000001,0.20000000000000001,763,0.1590171958636675,0.15465268676277852,False
market_B365C_proportional,pooled,pooled,2,0.20000000000000001,0.29999999999999999,1750,0.253477118633327,0.24742857142857144,False
market_B365C_proportional,pooled,pooled,3,0.29999999999999999,0.40000000000000002,581,0.34561600709116086,0.36660929432013767,False
market_B365C_proportional,pooled,pooled,4,0.40000000000000002,0.5,492,0.44852706970234651,0.43699186991869921,False
market_B365C_proportional,pooled,pooled,5,0.5,0.59999999999999998,378,0.55185933097064088,0.56613756613756616,False
market_B365C_proportional,pooled,pooled,6,0.59999999999999998,0.69999999999999996,258,0.64864844642984587,0.65503875968992253,False
market_B365C_proportional,pooled,pooled,7,0.69999999999999996,0.80000000000000004,142,0.74830702566396912,0.74647887323943662,False
market_B365C_proportional,pooled,pooled,8,0.80000000000000004,0.90000000000000002,48,0.83520338163426955,0.9375,False
market_B365C_proportional,pooled,pooled,9,0.90000000000000002,1,0,,,True
market_B365C_shin,pooled,H,0,0,0.10000000000000001,30,0.07701738268022415,0,False
market_B365C_shin,pooled,H,1,0.10000000000000001,0.20000000000000001,148,0.15804949336022042,0.14189189189189189,False
market_B365C_shin,pooled,H,2,0.20000000000000001,0.29999999999999999,223,0.25331662183046333,0.24215246636771301,False
market_B365C_shin,pooled,H,3,0.29999999999999999,0.40000000000000002,262,0.34787339359287756,0.38167938931297712,False
market_B365C_shin,pooled,H,4,0.40000000000000002,0.5,251,0.4457544124182739,0.41832669322709165,False
market_B365C_shin,pooled,H,5,0.5,0.59999999999999998,247,0.54904876012201276,0.57894736842105265,False
market_B365C_shin,pooled,H,6,0.59999999999999998,0.69999999999999996,173,0.64556962027241893,0.61849710982658956,False
market_B365C_shin,pooled,H,7,0.69999999999999996,0.80000000000000004,124,0.7448390400664332,0.7338709677419355,False
market_B365C_shin,pooled,H,8,0.80000000000000004,0.90000000000000002,59,0.83997141415356846,0.88135593220338981,False
market_B365C_shin,pooled,H,9,0.90000000000000002,1,3,0.90861155548916317,1,True
market_B365C_shin,pooled,D,0,0,0.10000000000000001,19,0.075209603946721132,0,True
market_B365C_shin,pooled,D,1,0.10000000000000001,0.20000000000000001,298,0.15933884738641968,0.18456375838926176,False
market_B365C_shin,pooled,D,2,0.20000000000000001,0.29999999999999999,1174,0.25192053670387227,0.25638841567291309,False
market_B365C_shin,pooled,D,3,0.29999999999999999,0.40000000000000002,29,0.30796744897561124,0.34482758620689657,False
market_B365C_shin,pooled,D,4,0.40000000000000002,0.5,0,,,True
market_B365C_shin,pooled,D,5,0.5,0.59999999999999998,0,,,True
market_B365C_shin,pooled,D,6,0.59999999999999998,0.69999999999999996,0,,,True
market_B365C_shin,pooled,D,7,0.69999999999999996,0.80000000000000004,0,,,True
market_B365C_shin,pooled,D,8,0.80000000000000004,0.90000000000000002,0,,,True
market_B365C_shin,pooled,D,9,0.90000000000000002,1,0,,,True
market_B365C_shin,pooled,A,0,0,0.10000000000000001,130,0.069108779859301361,0.069230769230769235,False
market_B365C_shin,pooled,A,1,0.10000000000000001,0.20000000000000001,329,0.1533739966129955,0.1458966565349544,False
market_B365C_shin,pooled,A,2,0.20000000000000001,0.29999999999999999,311,0.24923660188701388,0.22829581993569131,False
market_B365C_shin,pooled,A,3,0.29999999999999999,0.40000000000000002,274,0.34558462371129373,0.34671532846715331,False
market_B365C_shin,pooled,A,4,0.40000000000000002,0.5,201,0.44500810826654708,0.44776119402985076,False
market_B365C_shin,pooled,A,5,0.5,0.59999999999999998,155,0.54990251484681296,0.49677419354838709,False
market_B365C_shin,pooled,A,6,0.59999999999999998,0.69999999999999996,72,0.64799554146789895,0.66666666666666663,False
market_B365C_shin,pooled,A,7,0.69999999999999996,0.80000000000000004,39,0.74031664419723364,0.84615384615384615,False
market_B365C_shin,pooled,A,8,0.80000000000000004,0.90000000000000002,9,0.82048377095583269,0.77777777777777779,True
market_B365C_shin,pooled,A,9,0.90000000000000002,1,0,,,True
market_B365C_shin,pooled,pooled,0,0,0.10000000000000001,179,0.07108181752571846,0.05027932960893855,False
market_B365C_shin,pooled,pooled,1,0.10000000000000001,0.20000000000000001,775,0.15656044699889191,0.16,False
market_B365C_shin,pooled,pooled,2,0.20000000000000001,0.29999999999999999,1708,0.25161411003829082,0.24941451990632318,False
market_B365C_shin,pooled,pooled,3,0.29999999999999999,0.40000000000000002,565,0.34471517174959487,0.36283185840707965,False
market_B365C_shin,pooled,pooled,4,0.40000000000000002,0.5,452,0.44542253822690864,0.43141592920353983,False
market_B365C_shin,pooled,pooled,5,0.5,0.59999999999999998,402,0.54937794415769448,0.54726368159203975,False
market_B365C_shin,pooled,pooled,6,0.59999999999999998,0.69999999999999996,245,0.64628254405231511,0.63265306122448983,False
market_B365C_shin,pooled,pooled,7,0.69999999999999996,0.80000000000000004,163,0.74375699442901733,0.76073619631901845,False
market_B365C_shin,pooled,pooled,8,0.80000000000000004,0.90000000000000002,68,0.83739216725975052,0.86764705882352944,False
market_B365C_shin,pooled,pooled,9,0.90000000000000002,1,3,0.90861155548916317,1,True
market_AvgC_proportional,pooled,H,0,0,0.10000000000000001,25,0.080210923796291939,0,False
market_AvgC_proportional,pooled,H,1,0.10000000000000001,0.20000000000000001,146,0.1583498351524352,0.13013698630136986,False
market_AvgC_proportional,pooled,H,2,0.20000000000000001,0.29999999999999999,232,0.254185773614997,0.25,False
market_AvgC_proportional,pooled,H,3,0.29999999999999999,0.40000000000000002,278,0.35034850096601988,0.37769784172661869,False
market_AvgC_proportional,pooled,H,4,0.40000000000000002,0.5,259,0.44734568752667331,0.42857142857142855,False
market_AvgC_proportional,pooled,H,5,0.5,0.59999999999999998,243,0.55048004642092951,0.5967078189300411,False
market_AvgC_proportional,pooled,H,6,0.59999999999999998,0.69999999999999996,174,0.64851116717117119,0.63793103448275867,False
market_AvgC_proportional,pooled,H,7,0.69999999999999996,0.80000000000000004,116,0.74879218643655809,0.72413793103448276,False
market_AvgC_proportional,pooled,H,8,0.80000000000000004,0.90000000000000002,47,0.84254103411585068,0.91489361702127658,False
market_AvgC_proportional,pooled,H,9,0.90000000000000002,1,0,,,True
market_AvgC_proportional,pooled,D,0,0,0.10000000000000001,18,0.083905203768123257,0,True
market_AvgC_proportional,pooled,D,1,0.10000000000000001,0.20000000000000001,276,0.16302852220496794,0.17391304347826086,False
market_AvgC_proportional,pooled,D,2,0.20000000000000001,0.29999999999999999,1179,0.25468899304818254,0.2586938083121289,False
market_AvgC_proportional,pooled,D,3,0.29999999999999999,0.40000000000000002,47,0.30579743720296249,0.27659574468085107,False
market_AvgC_proportional,pooled,D,4,0.40000000000000002,0.5,0,,,True
market_AvgC_proportional,pooled,D,5,0.5,0.59999999999999998,0,,,True
market_AvgC_proportional,pooled,D,6,0.59999999999999998,0.69999999999999996,0,,,True
market_AvgC_proportional,pooled,D,7,0.69999999999999996,0.80000000000000004,0,,,True
market_AvgC_proportional,pooled,D,8,0.80000000000000004,0.90000000000000002,0,,,True
market_AvgC_proportional,pooled,D,9,0.90000000000000002,1,0,,,True
market_AvgC_proportional,pooled,A,0,0,0.10000000000000001,120,0.071497212348379316,0.074999999999999997,False
market_AvgC_proportional,pooled,A,1,0.10000000000000001,0.20000000000000001,326,0.15499490768511681,0.13803680981595093,False
market_AvgC_proportional,pooled,A,2,0.20000000000000001,0.29999999999999999,322,0.24957528749723565,0.2391304347826087,False
market_AvgC_proportional,pooled,A,3,0.29999999999999999,0.40000000000000002,286,0.34635570283306394,0.34615384615384615,False
market_AvgC_proportional,pooled,A,4,0.40000000000000002,0.5,209,0.44568756812567956,0.43062200956937802,False
market_AvgC_proportional,pooled,A,5,0.5,0.59999999999999998,143,0.55099343137786017,0.5174825174825175,False
market_AvgC_proportional,pooled,A,6,0.59999999999999998,0.69999999999999996,72,0.64609853252150051,0.68055555555555558,False
market_AvgC_proportional,pooled,A,7,0.69999999999999996,0.80000000000000004,35,0.73613324217274723,0.8571428571428571,False
market_AvgC_proportional,pooled,A,8,0.80000000000000004,0.90000000000000002,7,0.80967874212595992,0.7142857142857143,True
market_AvgC_proportional,pooled,A,9,0.90000000000000002,1,0,,,True
market_AvgC_proportional,pooled,pooled,0,0,0.10000000000000001,163,0.074203878800852996,0.055214723926380369,False
market_AvgC_proportional,pooled,pooled,1,0.10000000000000001,0.20000000000000001,748,0.15861402134515346,0.1497326203208556,False
market_AvgC_proportional,pooled,pooled,2,0.20000000000000001,0.29999999999999999,1733,0.25367147423923625,0.25389497980380843,False
market_AvgC_proportional,pooled,pooled,3,0.29999999999999999,0.40000000000000002,611,0.34505252672233888,0.35515548281505727,False
market_AvgC_proportional,pooled,pooled,4,0.40000000000000002,0.5,468,0.44660520258050301,0.42948717948717946,False
market_AvgC_proportional,pooled,pooled,5,0.5,0.59999999999999998,386,0.55067023825730543,0.56735751295336789,False
market_AvgC_proportional,pooled,pooled,6,0.59999999999999998,0.69999999999999996,246,0.64780503020053593,0.65040650406504064,False
market_AvgC_proportional,pooled,pooled,7,0.69999999999999996,0.80000000000000004,151,0.74585799405752917,0.75496688741721851,False
market_AvgC_proportional,pooled,pooled,8,0.80000000000000004,0.90000000000000002,54,0.83828110737642036,0.88888888888888884,False
market_AvgC_proportional,pooled,pooled,9,0.90000000000000002,1,0,,,True
market_AvgC_shin,pooled,H,0,0,0.10000000000000001,30,0.076567737012416093,0,False
market_AvgC_shin,pooled,H,1,0.10000000000000001,0.20000000000000001,151,0.15746266060056702,0.13907284768211919,False
market_AvgC_shin,pooled,H,2,0.20000000000000001,0.29999999999999999,224,0.25441095820488552,0.25,False
market_AvgC_shin,pooled,H,3,0.29999999999999999,0.40000000000000002,267,0.34960332918127152,0.37827715355805241,False
market_AvgC_shin,pooled,H,4,0.40000000000000002,0.5,255,0.44673892761465311,0.41960784313725491,False
market_AvgC_shin,pooled,H,5,0.5,0.59999999999999998,235,0.55045924047158779,0.5957446808510638,False
market_AvgC_shin,pooled,H,6,0.59999999999999998,0.69999999999999996,170,0.64545468766082748,0.60588235294117643,False
market_AvgC_shin,pooled,H,7,0.69999999999999996,0.80000000000000004,125,0.74511859384430101,0.73599999999999999,False
market_AvgC_shin,pooled,H,8,0.80000000000000004,0.90000000000000002,58,0.83899360519254751,0.87931034482758619,False
market_AvgC_shin,pooled,H,9,0.90000000000000002,1,5,0.91081873426436621,1,True
market_AvgC_shin,pooled,D,0,0,0.10000000000000001,21,0.079056156506346564,0,False
market_AvgC_shin,pooled,D,1,0.10000000000000001,0.20000000000000001,302,0.16199253848456605,0.19536423841059603,False
market_AvgC_shin,pooled,D,2,0.20000000000000001,0.29999999999999999,1154,0.25359238191110067,0.25563258232235703,False
market_AvgC_shin,pooled,D,3,0.29999999999999999,0.40000000000000002,43,0.30537396931720023,0.27906976744186046,False
market_AvgC_shin,pooled,D,4,0.40000000000000002,0.5,0,,,True
market_AvgC_shin,pooled,D,5,0.5,0.59999999999999998,0,,,True
market_AvgC_shin,pooled,D,6,0.59999999999999998,0.69999999999999996,0,,,True
market_AvgC_shin,pooled,D,7,0.69999999999999996,0.80000000000000004,0,,,True
market_AvgC_shin,pooled,D,8,0.80000000000000004,0.90000000000000002,0,,,True
market_AvgC_shin,pooled,D,9,0.90000000000000002,1,0,,,True
market_AvgC_shin,pooled,A,0,0,0.10000000000000001,133,0.066875990331114771,0.067669172932330823,False
market_AvgC_shin,pooled,A,1,0.10000000000000001,0.20000000000000001,326,0.15316322551887657,0.15337423312883436,False
market_AvgC_shin,pooled,A,2,0.20000000000000001,0.29999999999999999,312,0.2493122249533993,0.23076923076923078,False
market_AvgC_shin,pooled,A,3,0.29999999999999999,0.40000000000000002,277,0.34612632956550549,0.35018050541516244,False
market_AvgC_shin,pooled,A,4,0.40000000000000002,0.5,206,0.44564291747142559,0.43203883495145629,False
market_AvgC_shin,pooled,A,5,0.5,0.59999999999999998,137,0.5494953996271309,0.51094890510948909,False
market_AvgC_shin,pooled,A,6,0.59999999999999998,0.69999999999999996,79,0.64143475600669408,0.620253164556962,False
market_AvgC_shin,pooled,A,7,0.69999999999999996,0.80000000000000004,42,0.73920307697185939,0.8571428571428571,False
market_AvgC_shin,pooled,A,8,0.80000000000000004,0.90000000000000002,8,0.8231054903779107,0.75,True
market_AvgC_shin,pooled,A,9,0.90000000000000002,1,0,,,True
market_AvgC_shin,pooled,pooled,0,0,0.10000000000000001,184,0.069846294081761032,0.048913043478260872,False
market_AvgC_shin,pooled,pooled,1,0.10000000000000001,0.20000000000000001,779,0.15741953773065254,0.1668806161745828,False
market_AvgC_shin,pooled,pooled,2,0.20000000000000001,0.29999999999999999,1690,0.25291069677441724,0.25029585798816567,False
market_AvgC_shin,pooled,pooled,3,0.29999999999999999,0.40000000000000002,587,0.34472259431292013,0.35775127768313458,False
market_AvgC_shin,pooled,pooled,4,0.40000000000000002,0.5,461,0.44624917037060785,0.42516268980477223,False
market_AvgC_shin,pooled,pooled,5,0.5,0.59999999999999998,372,0.55010427757994651,0.56451612903225812,False
market_AvgC_shin,pooled,pooled,6,0.59999999999999998,0.69999999999999996,249,0.6441792876581105,0.61044176706827313,False
market_AvgC_shin,pooled,pooled,7,0.69999999999999996,0.80000000000000004,167,0.74363085906201032,0.76646706586826352,False
market_AvgC_shin,pooled,pooled,8,0.80000000000000004,0.90000000000000002,66,0.83706777309380376,0.86363636363636365,False
market_AvgC_shin,pooled,pooled,9,0.90000000000000002,1,5,0.91081873426436621,1,True
