rung,fold,test_season,lambda,lambda_label,is_selected,is_frozen_lambda,design_columns,train_matches,test_matches,newton_iterations,gradient_norm,constant_columns,coef_l2_norm,accuracy,balanced_accuracy,macro_f1,log_loss,brier_score,rps,train_log_loss,generalisation_gap
B2,1,2022-2023,30,lam=30,False,False,108,380,380,7,2.0206059048177849e-14,29,0.78030279010602133,0.48421052631578948,0.42131629139558663,0.40273418604389549,1.0548425125791652,0.62867330807356092,0.22320240361889093,0.87983182401351123,0.17501068856565394
B2,1,2022-2023,100,lam=100,True,False,108,380,380,6,5.0626169922907138e-14,29,0.46477636324257388,0.50789473684210529,0.42752152211356093,0.39241465706232387,1.0199964459428035,0.60971678495730508,0.21538404320977872,0.90740655281932314,0.11258989312348033
B2,2,2023-2024,0.01,lam=0.01,False,False,108,760,380,8,6.5449598865563452e-14,4,4.0713156910226589,0.51578947368421058,0.42846302748741771,0.41529279017665721,1.0967129915042249,0.63145817521258185,0.21996626383648515,0.90265272015459008,0.19406027134963477
B2,2,2023-2024,0.029999999999999999,lam=0.03,False,False,108,760,380,8,5.1835705866531967e-14,4,3.9283614668009768,0.51578947368421058,0.42981804103755322,0.41759392419888375,1.0956143795321167,0.63114729549369175,0.2197963915241832,0.90266753075567918,0.19294684877643753
B2,2,2023-2024,0.10000000000000001,lam=0.1,False,False,108,760,380,8,2.7850985406807638e-14,4,3.5580159328146386,0.51315789473684215,0.42791327913279131,0.41617113088377672,1.0924405359768656,0.63025982033330619,0.21931846273784536,0.90278031785732027,0.18966021811954537
B2,2,2023-2024,0.29999999999999999,lam=0.3,False,False,108,760,380,8,3.1780134079895106e-14,4,3.0010975107110611,0.51578947368421058,0.43062330623306239,0.41912104172832199,1.0859312619251991,0.62840542930828425,0.21840116581756175,0.90322168050917806,0.18270958141602101
B2,2,2023-2024,1,lam=1,False,True,108,760,380,7,1.9192925027056162e-11,4,2.3133879512567588,0.51578947368421058,0.4271080139372822,0.41269049994666057,1.0715608896349988,0.62379550633571157,0.21651886284249147,0.90458449951069486,0.16697639012430399
B2,2,2023-2024,3,lam=3,False,False,108,760,380,7,3.0198066269804258e-14,4,1.703965742378329,0.5368421052631579,0.44476190476190475,0.42826872781314695,1.0499743084306885,0.61546232707934867,0.21355032738536101,0.90742113462058416,0.14255317381010435
B2,2,2023-2024,10,lam=10,False,False,108,760,380,6,8.0918827194409459e-11,4,1.1265534626603115,0.55526315789473679,0.4615718157181572,0.44249786570799748,1.0213126305766131,0.6020898244202405,0.20894169763254361,0.91326811840927524,0.1080445121673379
B2,2,2023-2024,30,lam=30,False,False,108,760,380,6,4.3520742565306136e-14,4,0.75174295598892149,0.56052631578947365,0.46402632597754551,0.43979406462835535,0.99715609423645957,0.58945002504525712,0.20461475850586178,0.92110682711743919,0.076049267119020381
B2,2,2023-2024,100,lam=100,True,False,108,760,380,6,2.6645352591003757e-14,4,0.47519196986473822,0.55263157894736847,0.45128145567169958,0.41171177384063301,0.97629512149069375,0.57783165038316353,0.20082098397734521,0.93306828271705089,0.043226838773642862
B2,3,2024-2025,0.01,lam=0.01,False,False,108,1140,380,8,1.5924757172658399e-11,4,9.3152956684269004,0.47105263157894739,0.41559139784946236,0.38833025266453408,1.0679101670287259,0.63317144204049869,0.21645976828277713,0.91254269640169605,0.15536747062702982
B2,3,2024-2025,0.029999999999999999,lam=0.03,False,False,108,1140,380,7,2.9036047568056778e-10,4,7.8452597761763609,0.47105263157894739,0.41521668295861841,0.38775563007120378,1.0667618056301322,0.63275333633305253,0.21634163256711203,0.91274122380541289,0.15402058182471934
B2,3,2024-2025,0.10000000000000001,lam=0.1,False,False,108,1140,380,7,8.3238971271271112e-14,4,6.149844576902125,0.47105263157894739,0.41521668295861841,0.38742329629052635,1.0637127183543484,0.63160116850548897,0.21603632883929491,0.91333732005027302,0.15037539830407542
B2,3,2024-2025,0.29999999999999999,lam=0.3,False,False,108,1140,380,7,5.5677684684951601e-14,4,4.4715255535688323,0.47631578947368419,0.42026718800912349,0.39278092380309926,1.0586468578598676,0.62957470637202051,0.21552629916316113,0.91472570222025829,0.14392115563960928
B2,3,2024-2025,1,lam=1,False,True,108,1140,380,6,1.2472098354088246e-10,4,2.7567651348507662,0.48157894736842105,0.42743564679048546,0.40384294068504595,1.0519055968324085,0.62669193063611961,0.21481258170737236,0.91767258731174262,0.13423300952066586
B2,3,2024-2025,3,lam=3,False,False,108,1140,380,6,1.964872708981602e-12,4,1.6839686731282646,0.47894736842105262,0.42422613229064843,0.39897460369901316,1.0462191428037113,0.62398731379729644,0.21408292330054898,0.92113863339071977,0.12508050941299154
B2,3,2024-2025,10,lam=10,False,False,108,1140,380,6,6.4281913125796564e-14,4,1.0486389497143296,0.50263157894736843,0.44582926034538933,0.41763639967156491,1.0390580801455356,0.62011332391901086,0.21289491602246949,0.925096590703955,0.11396148944158058
B2,3,2024-2025,30,lam=30,False,False,108,1140,380,6,4.4561576650892221e-14,4,0.71489692547838446,0.50526315789473686,0.44330400782013685,0.40358900788284169,1.0300149275016961,0.61517004954366072,0.21129600821322425,0.92945720151134492,0.10055772599035118
B2,3,2024-2025,100,lam=100,True,False,108,1140,380,6,4.5186077102243871e-14,4,0.47168423466714832,0.50526315789473686,0.43862821766047572,0.38549330843448493,1.0176515215555422,0.60856570393517118,0.20907569270054341,0.93626577441782499,0.081385747137717179
B2,4,2025-2026,0.01,lam=0.01,False,False,108,1520,380,8,2.491044627923834e-10,2,8.7135805482296433,0.46052631578947367,0.41349277752786523,0.36385627272812382,1.1116504357681225,0.66539993762743666,0.2248837531761908,0.92804347427147704,0.18360696149664546
B2,4,2025-2026,0.029999999999999999,lam=0.03,False,False,108,1520,380,8,8.5961558780444508e-14,2,7.2613746366337919,0.46052631578947367,0.41262641408840245,0.36314272421586163,1.1109198035291641,0.66500957249472381,0.22474786577640501,0.92817972756724088,0.18274007596192321
B2,4,2025-2026,0.10000000000000001,lam=0.1,False,False,108,1520,380,7,1.0229924546356628e-13,2,5.691094885530914,0.46578947368421053,0.41674164042585099,0.36571923411671331,1.1088683165831679,0.66394622285357707,0.22436465005854725,0.92855993305752083,0.18030838352564704
B2,4,2025-2026,0.29999999999999999,lam=0.3,False,False,108,1520,380,6,7.648143121423423e-11,2,4.2255471763641497,0.4631578947368421,0.4126701487812599,0.3587744608827701,1.1049753842934993,0.66202306646911491,0.22365952368542769,0.92940836186264708,0.1755670224308522
B2,4,2025-2026,1,lam=1,False,True,108,1520,380,6,3.474253827337459e-11,2,2.7179344676537824,0.46052631578947367,0.40801344529414701,0.35448937409721726,1.0986421496690832,0.65912886415034944,0.22263071585630997,0.93129063003910939,0.16735151962997385
B2,4,2025-2026,3,lam=3,False,False,108,1520,380,6,1.0874301459296021e-11,2,1.7129586730615745,0.46052631578947367,0.40714708185468423,0.35317705886172895,1.0925463103319395,0.65652956375294791,0.22181025560510231,0.93374577653255064,0.15880053379938885
B2,4,2025-2026,10,lam=10,False,False,108,1520,380,6,8.5981222142095248e-13,2,1.0692279360875288,0.4631578947368421,0.40833833158394556,0.35345863159255736,1.0857321397470538,0.65346514909584696,0.22092302840982922,0.93682640229335101,0.14890573745370284
B2,4,2025-2026,30,lam=30,False,False,108,1520,380,6,5.2569060216001162e-14,2,0.7255845035144588,0.46052631578947367,0.40599956681828031,0.34760883610320698,1.0780087563731604,0.64950192948621654,0.21965546025874608,0.94024425204495166,0.13776450432820875
B2,4,2025-2026,100,lam=100,True,False,108,1520,380,6,8.149037000748649e-14,2,0.48373885976972641,0.47105263157894739,0.41336365605371456,0.34925662004046804,1.0670222318825602,0.64316783979546022,0.21745634326274949,0.94540447005845274,0.12161776182410744
