rung,fold,test_season,lambda,lambda_label,is_selected,is_frozen_lambda,design_columns,train_matches,test_matches,newton_iterations,gradient_norm,constant_columns,coef_l2_norm,accuracy,balanced_accuracy,macro_f1,log_loss,brier_score,rps,train_log_loss,generalisation_gap
B0,1,2022-2023,0.01,lam=0.01,False,False,0,380,380,5,2.3314683517128287e-14,0,0,0.48421052631578948,0.33333333333333331,0.21749408983451538,1.0546504846060354,0.63667590027700816,0.23006925207756235,1.068585140698747,-0.013934656092711606
B0,1,2022-2023,0.029999999999999999,lam=0.03,False,False,0,380,380,5,2.3314683517128287e-14,0,0,0.48421052631578948,0.33333333333333331,0.21749408983451538,1.0546504846060354,0.63667590027700816,0.23006925207756235,1.068585140698747,-0.013934656092711606
B0,1,2022-2023,0.10000000000000001,lam=0.1,False,False,0,380,380,5,2.3314683517128287e-14,0,0,0.48421052631578948,0.33333333333333331,0.21749408983451538,1.0546504846060354,0.63667590027700816,0.23006925207756235,1.068585140698747,-0.013934656092711606
B0,1,2022-2023,0.29999999999999999,lam=0.3,False,False,0,380,380,5,2.3314683517128287e-14,0,0,0.48421052631578948,0.33333333333333331,0.21749408983451538,1.0546504846060354,0.63667590027700816,0.23006925207756235,1.068585140698747,-0.013934656092711606
B0,1,2022-2023,1,lam=1,False,True,0,380,380,5,2.3314683517128287e-14,0,0,0.48421052631578948,0.33333333333333331,0.21749408983451538,1.0546504846060354,0.63667590027700816,0.23006925207756235,1.068585140698747,-0.013934656092711606
B0,1,2022-2023,3,lam=3,False,False,0,380,380,5,2.3314683517128287e-14,0,0,0.48421052631578948,0.33333333333333331,0.21749408983451538,1.0546504846060354,0.63667590027700816,0.23006925207756235,1.068585140698747,-0.013934656092711606
B0,1,2022-2023,10,lam=10,False,False,0,380,380,5,2.3314683517128287e-14,0,0,0.48421052631578948,0.33333333333333331,0.21749408983451538,1.0546504846060354,0.63667590027700816,0.23006925207756235,1.068585140698747,-0.013934656092711606
B0,1,2022-2023,30,lam=30,False,False,0,380,380,5,2.3314683517128287e-14,0,0,0.48421052631578948,0.33333333333333331,0.21749408983451538,1.0546504846060354,0.63667590027700816,0.23006925207756235,1.068585140698747,-0.013934656092711606
B0,1,2022-2023,100,lam=100,True,False,0,380,380,5,2.3314683517128287e-14,0,0,0.48421052631578948,0.33333333333333331,0.21749408983451538,1.0546504846060354,0.63667590027700816,0.23006925207756235,1.068585140698747,-0.013934656092711606
B0,2,2023-2024,0.01,lam=0.01,False,False,0,760,380,5,2.049471703458039e-13,0,0,0.46052631578947367,0.33333333333333331,0.21021021021021022,1.0537563827171668,0.63691481994459831,0.23374047783933521,1.0596951906330268,-0.0059388079158599894
B0,2,2023-2024,0.029999999999999999,lam=0.03,False,False,0,760,380,5,2.049471703458039e-13,0,0,0.46052631578947367,0.33333333333333331,0.21021021021021022,1.0537563827171668,0.63691481994459831,0.23374047783933521,1.0596951906330268,-0.0059388079158599894
B0,2,2023-2024,0.10000000000000001,lam=0.1,False,False,0,760,380,5,2.049471703458039e-13,0,0,0.46052631578947367,0.33333333333333331,0.21021021021021022,1.0537563827171668,0.63691481994459831,0.23374047783933521,1.0596951906330268,-0.0059388079158599894
B0,2,2023-2024,0.29999999999999999,lam=0.3,False,False,0,760,380,5,2.049471703458039e-13,0,0,0.46052631578947367,0.33333333333333331,0.21021021021021022,1.0537563827171668,0.63691481994459831,0.23374047783933521,1.0596951906330268,-0.0059388079158599894
B0,2,2023-2024,1,lam=1,False,True,0,760,380,5,2.049471703458039e-13,0,0,0.46052631578947367,0.33333333333333331,0.21021021021021022,1.0537563827171668,0.63691481994459831,0.23374047783933521,1.0596951906330268,-0.0059388079158599894
B0,2,2023-2024,3,lam=3,False,False,0,760,380,5,2.049471703458039e-13,0,0,0.46052631578947367,0.33333333333333331,0.21021021021021022,1.0537563827171668,0.63691481994459831,0.23374047783933521,1.0596951906330268,-0.0059388079158599894
B0,2,2023-2024,10,lam=10,False,False,0,760,380,5,2.049471703458039e-13,0,0,0.46052631578947367,0.33333333333333331,0.21021021021021022,1.0537563827171668,0.63691481994459831,0.23374047783933521,1.0596951906330268,-0.0059388079158599894
B0,2,2023-2024,30,lam=30,False,False,0,760,380,5,2.049471703458039e-13,0,0,0.46052631578947367,0.33333333333333331,0.21021021021021022,1.0537563827171668,0.63691481994459831,0.23374047783933521,1.0596951906330268,-0.0059388079158599894
B0,2,2023-2024,100,lam=100,True,False,0,760,380,5,2.049471703458039e-13,0,0,0.46052631578947367,0.33333333333333331,0.21021021021021022,1.0537563827171668,0.63691481994459831,0.23374047783933521,1.0596951906330268,-0.0059388079158599894
B0,3,2024-2025,0.01,lam=0.01,False,False,0,1140,380,5,1.9806378759312793e-13,0,0,0.40789473684210525,0.33333333333333331,0.19314641744548286,1.0826402716069496,0.65687596183441066,0.2358314096645121,1.0576432101157527,0.024997061491196959
B0,3,2024-2025,0.029999999999999999,lam=0.03,False,False,0,1140,380,5,1.9806378759312793e-13,0,0,0.40789473684210525,0.33333333333333331,0.19314641744548286,1.0826402716069496,0.65687596183441066,0.2358314096645121,1.0576432101157527,0.024997061491196959
B0,3,2024-2025,0.10000000000000001,lam=0.1,False,False,0,1140,380,5,1.9806378759312793e-13,0,0,0.40789473684210525,0.33333333333333331,0.19314641744548286,1.0826402716069496,0.65687596183441066,0.2358314096645121,1.0576432101157527,0.024997061491196959
B0,3,2024-2025,0.29999999999999999,lam=0.3,False,False,0,1140,380,5,1.9806378759312793e-13,0,0,0.40789473684210525,0.33333333333333331,0.19314641744548286,1.0826402716069496,0.65687596183441066,0.2358314096645121,1.0576432101157527,0.024997061491196959
B0,3,2024-2025,1,lam=1,False,True,0,1140,380,5,1.9806378759312793e-13,0,0,0.40789473684210525,0.33333333333333331,0.19314641744548286,1.0826402716069496,0.65687596183441066,0.2358314096645121,1.0576432101157527,0.024997061491196959
B0,3,2024-2025,3,lam=3,False,False,0,1140,380,5,1.9806378759312793e-13,0,0,0.40789473684210525,0.33333333333333331,0.19314641744548286,1.0826402716069496,0.65687596183441066,0.2358314096645121,1.0576432101157527,0.024997061491196959
B0,3,2024-2025,10,lam=10,False,False,0,1140,380,5,1.9806378759312793e-13,0,0,0.40789473684210525,0.33333333333333331,0.19314641744548286,1.0826402716069496,0.65687596183441066,0.2358314096645121,1.0576432101157527,0.024997061491196959
B0,3,2024-2025,30,lam=30,False,False,0,1140,380,5,1.9806378759312793e-13,0,0,0.40789473684210525,0.33333333333333331,0.19314641744548286,1.0826402716069496,0.65687596183441066,0.2358314096645121,1.0576432101157527,0.024997061491196959
B0,3,2024-2025,100,lam=100,True,False,0,1140,380,5,1.9806378759312793e-13,0,0,0.40789473684210525,0.33333333333333331,0.19314641744548286,1.0826402716069496,0.65687596183441066,0.2358314096645121,1.0576432101157527,0.024997061491196959
B0,4,2025-2026,0.01,lam=0.01,False,False,0,1520,380,5,1.1579626146840383e-13,0,0,0.4263157894736842,0.33333333333333331,0.19926199261992619,1.0845028766852298,0.65619373268698056,0.22776359072022156,1.063576746318041,0.020926130367188822
B0,4,2025-2026,0.029999999999999999,lam=0.03,False,False,0,1520,380,5,1.1579626146840383e-13,0,0,0.4263157894736842,0.33333333333333331,0.19926199261992619,1.0845028766852298,0.65619373268698056,0.22776359072022156,1.063576746318041,0.020926130367188822
B0,4,2025-2026,0.10000000000000001,lam=0.1,False,False,0,1520,380,5,1.1579626146840383e-13,0,0,0.4263157894736842,0.33333333333333331,0.19926199261992619,1.0845028766852298,0.65619373268698056,0.22776359072022156,1.063576746318041,0.020926130367188822
B0,4,2025-2026,0.29999999999999999,lam=0.3,False,False,0,1520,380,5,1.1579626146840383e-13,0,0,0.4263157894736842,0.33333333333333331,0.19926199261992619,1.0845028766852298,0.65619373268698056,0.22776359072022156,1.063576746318041,0.020926130367188822
B0,4,2025-2026,1,lam=1,False,True,0,1520,380,5,1.1579626146840383e-13,0,0,0.4263157894736842,0.33333333333333331,0.19926199261992619,1.0845028766852298,0.65619373268698056,0.22776359072022156,1.063576746318041,0.020926130367188822
B0,4,2025-2026,3,lam=3,False,False,0,1520,380,5,1.1579626146840383e-13,0,0,0.4263157894736842,0.33333333333333331,0.19926199261992619,1.0845028766852298,0.65619373268698056,0.22776359072022156,1.063576746318041,0.020926130367188822
B0,4,2025-2026,10,lam=10,False,False,0,1520,380,5,1.1579626146840383e-13,0,0,0.4263157894736842,0.33333333333333331,0.19926199261992619,1.0845028766852298,0.65619373268698056,0.22776359072022156,1.063576746318041,0.020926130367188822
B0,4,2025-2026,30,lam=30,False,False,0,1520,380,5,1.1579626146840383e-13,0,0,0.4263157894736842,0.33333333333333331,0.19926199261992619,1.0845028766852298,0.65619373268698056,0.22776359072022156,1.063576746318041,0.020926130367188822
B0,4,2025-2026,100,lam=100,True,False,0,1520,380,5,1.1579626146840383e-13,0,0,0.4263157894736842,0.33333333333333331,0.19926199261992619,1.0845028766852298,0.65619373268698056,0.22776359072022156,1.063576746318041,0.020926130367188822
B1,1,2022-2023,0.01,lam=0.01,False,False,88,380,380,12,1.7386789230577904e-10,29,5.3232214002265854,0.46052631578947367,0.41059821771071653,0.40078874876694054,1.1985715844943399,0.67319962726328086,0.23256619765646963,0.87246813329246431,0.32610345120187556
B1,1,2022-2023,0.029999999999999999,lam=0.03,False,False,88,380,380,11,7.0916841496404537e-10,29,5.0108414636188776,0.4631578947368421,0.41240981191361509,0.40249403741847506,1.187868571818403,0.6711213352240345,0.23182941546396002,0.87255033153316819,0.31531824028523481
B1,1,2022-2023,0.10000000000000001,lam=0.1,False,False,88,380,380,11,1.2635725799015063e-14,29,4.3408934642941235,0.4631578947368421,0.41240981191361509,0.40239435699321535,1.1679452982095535,0.66544565538202383,0.22988900410264695,0.87304892892220287,0.29489636928735063
B1,1,2022-2023,0.29999999999999999,lam=0.3,False,False,88,380,380,10,1.5265566588595902e-14,29,3.4670189949195138,0.46578947368421053,0.41344809246752767,0.40156077733546408,1.1407254744660924,0.65588467421873498,0.22682049189036796,0.87467550142815309,0.26604997303793931
B1,1,2022-2023,1,lam=1,False,True,88,380,380,9,1.226796442210798e-14,29,2.4815603341130599,0.48421052631578948,0.42660244801146829,0.41214109347442679,1.1061351228428846,0.64255891187473946,0.22295963820990908,0.87896730917347843,0.22716781366940619
B1,1,2022-2023,3,lam=3,False,False,88,380,380,8,1.0380585280245214e-14,29,1.7240925785440848,0.48947368421052634,0.42618598957402032,0.40741747975642539,1.074907571763585,0.63022375998449476,0.21956655711850515,0.88620629726948275,0.18870127449410223
B1,1,2022-2023,10,lam=10,False,False,88,380,380,7,7.7715611723760958e-15,29,1.0876009093810797,0.50526315789473686,0.43830206456404824,0.41826796443832953,1.0434715804913699,0.61693732102412724,0.21541555313532018,0.89886855542639132,0.14460302506497857
B1,1,2022-2023,30,lam=30,False,False,88,380,380,6,6.4392935428259079e-14,29,0.68423240315225342,0.51315789473684215,0.43969720032949883,0.41409676872750328,1.0199005682475597,0.60586768242283795,0.21161897862276,0.91470280945335147,0.10519775879420823
B1,1,2022-2023,100,lam=100,True,False,88,380,380,5,1.9182877508683305e-10,29,0.39642561059081977,0.52105263157894732,0.43425955218109596,0.38641124230546203,1.0011196832756624,0.59606966954269924,0.20846999908575736,0.93623626321705433,0.064883420058608032
B1,2,2023-2024,0.01,lam=0.01,False,False,88,760,380,8,2.9791002564144575e-14,4,3.8079425321732159,0.51842105263157889,0.42685249709639955,0.4076367389060887,1.0695213909434131,0.61759980736567588,0.21442447197336928,0.91906876859389341,0.15045262234951973
B1,2,2023-2024,0.029999999999999999,lam=0.03,False,False,88,760,380,8,3.0069696732581974e-14,4,3.7066905209253269,0.51578947368421058,0.42278745644599303,0.40156066821542735,1.0686491614069831,0.61741746608478387,0.21431474287889762,0.91907865053529447,0.1495705108716886
B1,2,2023-2024,0.10000000000000001,lam=0.1,False,False,88,760,380,8,2.3628668466280089e-14,4,3.4314927898578009,0.51052631578947372,0.41601238869531554,0.39185100500368186,1.0659994921996452,0.61685052314912403,0.21399053933633258,0.91915927361010674,0.14684021858953844
B1,2,2023-2024,0.29999999999999999,lam=0.3,False,False,88,760,380,8,3.4080377409040352e-14,4,2.9728908929917011,0.51842105263157889,0.42198219125048392,0.3958912586664905,1.0602563454264422,0.61551610522974642,0.2133279046428998,0.91951920920935626,0.14073713621708595
B1,2,2023-2024,1,lam=1,False,True,88,760,380,7,7.0395356210894988e-12,4,2.3198221944217128,0.51842105263157889,0.42062717770034846,0.39182425263683451,1.0476573676145506,0.61199960305840928,0.21194442345855519,0.92082670787698873,0.12683065973756191
B1,2,2023-2024,3,lam=3,False,False,88,760,380,7,2.9407032364758834e-14,4,1.6932209633011737,0.51842105263157889,0.42062717770034846,0.39117019460057145,1.0294427937753361,0.60553534215768567,0.20975384399928315,0.92374600447297439,0.1056967893023617
B1,2,2023-2024,10,lam=10,False,False,88,760,380,6,2.6114665985232932e-12,4,1.0897620793558809,0.53947368421052633,0.43989159891598911,0.40565931218630658,1.0053213225562754,0.59472956641964314,0.2061592011462357,0.92974383199727684,0.075577490558998539
B1,2,2023-2024,30,lam=30,False,False,88,760,380,6,3.4194869158454821e-14,4,0.69557725337444942,0.55000000000000004,0.44857142857142857,0.40832577326646241,0.9847548735446543,0.58395051277155885,0.20256273983386017,0.93754514748325402,0.047209726061400281
B1,2,2023-2024,100,lam=100,True,False,88,760,380,6,2.8421709430404007e-14,4,0.41863917573478726,0.56315789473684208,0.46051103368176544,0.41615130900845188,0.96799470988445513,0.57394718514670706,0.19946429452211351,0.9482522028643966,0.019742507020058531
B1,3,2024-2025,0.01,lam=0.01,False,False,88,1140,380,8,7.4876849512350852e-12,4,9.2118861199694777,0.46052631578947367,0.4062398175301401,0.37757150850860738,1.0542537821871694,0.62837153305417781,0.21655752367747808,0.92329593837220203,0.13095784381496733
B1,3,2024-2025,0.029999999999999999,lam=0.03,False,False,88,1140,380,7,1.4488395379264052e-10,4,7.7417550825395969,0.45789473684210524,0.40265558813945912,0.37184120010666816,1.0530135399773977,0.6278473683770589,0.21639357627118286,0.92349194372850896,0.1295215962488887
B1,3,2024-2025,0.10000000000000001,lam=0.1,False,False,88,1140,380,7,5.5316862201948425e-14,4,6.0650110638048131,0.46052631578947367,0.40518084066471166,0.3744517451998563,1.0497537864508202,0.62643901468103136,0.21596505666571375,0.92407254057446453,0.12568124587635565
B1,3,2024-2025,0.29999999999999999,lam=0.3,False,False,88,1140,380,7,4.0384362520740069e-14,4,4.4323610924507646,0.46842105263157896,0.41238188334962533,0.38064242348282656,1.0443569740972585,0.62401797254991342,0.2152377024761869,0.92540639706391603,0.11895057703334244
B1,3,2024-2025,1,lam=1,False,True,88,1140,380,6,8.5811191485873906e-11,4,2.7698521514168339,0.47368421052631576,0.41599869664385797,0.38045032904721499,1.0371738410610605,0.6206416715970009,0.21420258269584447,0.92825963091981956,0.10891421014124092
B1,3,2024-2025,3,lam=3,False,False,88,1140,380,6,9.9420471855182768e-13,4,1.7024952521005632,0.48684210526315791,0.42750081459758876,0.39018699082686509,1.0314359819657681,0.61775955433589613,0.21324159466705878,0.93174982368897175,0.099686158276796388
B1,3,2024-2025,10,lam=10,False,False,88,1140,380,6,4.929390229335695e-14,4,1.0270510565351501,0.49473684210526314,0.43470185728250249,0.39547854021975187,1.0255452405165131,0.61452766078539867,0.21205840592905992,0.93597059850326592,0.089574642013247163
B1,3,2024-2025,30,lam=30,False,False,88,1140,380,6,4.0856207306205761e-14,4,0.66197069315715551,0.49473684210526314,0.43077549690452921,0.37973265655186145,1.0192592847379411,0.61095394658762181,0.21070030319434127,0.94050358508119514,0.078755699656746003
B1,3,2024-2025,100,lam=100,True,False,88,1140,380,6,3.6415315207705135e-14,4,0.41751161906474171,0.49473684210526314,0.42753339850114047,0.36583789537712891,1.0110872570089848,0.60605280407001105,0.20878966826336315,0.94661129071907069,0.064475966289914144
B1,4,2025-2026,0.01,lam=0.01,False,False,88,1520,380,8,1.094301402965181e-10,2,8.3957897704212332,0.47631578947368419,0.42092142750037481,0.36843429923910964,1.085104264095567,0.64935488683388187,0.22014222057578844,0.9362547152160392,0.14884954887952784
B1,4,2025-2026,0.029999999999999999,lam=0.03,False,False,88,1520,380,8,1.1299988722512921e-13,2,6.9455133033744216,0.47631578947368419,0.42092142750037481,0.36843429923910964,1.0847054426141349,0.64915647441273283,0.22007073148361905,0.93638514765221759,0.14832029496191734
B1,4,2025-2026,0.10000000000000001,lam=0.1,False,False,88,1520,380,7,8.7325979780672469e-14,2,5.4138194118116312,0.47368421052631576,0.41771629929524662,0.36191241821308145,1.0835259288775352,0.64859495997654504,0.21985669361048704,0.9367375844925071,0.14678834438502808
B1,4,2025-2026,0.29999999999999999,lam=0.3,False,False,88,1520,380,6,6.1249650398212049e-11,2,4.0385429877582508,0.47894736842105262,0.42183152563269521,0.3648783515267997,1.0810748843034157,0.64750368048410323,0.2194223853152838,0.9374943234874763,0.1435805608159394
B1,4,2025-2026,1,lam=1,False,True,88,1520,380,6,2.7458030640858944e-11,2,2.6534498213874089,0.48684210526315791,0.43060345545725665,0.37224319789044708,1.0764417525508021,0.64563173740436097,0.21867726421582581,0.93916410125009764,0.13727765130070446
B1,4,2025-2026,3,lam=3,False,False,88,1520,380,6,8.2959888958455963e-12,2,1.7154673384809882,0.48947368421052634,0.43352743206544381,0.37487945790739302,1.0710165361255028,0.64354501531780195,0.2179119912146206,0.94143650264360113,0.12958003348190172
B1,4,2025-2026,10,lam=10,False,False,88,1520,380,6,6.244449402004193e-13,2,1.0700763297448148,0.48421052631578948,0.4273983272521284,0.36562654788933896,1.0642518456251733,0.64063517579975882,0.21693316388397296,0.94456213936972144,0.11968970625545183
B1,4,2025-2026,30,lam=30,False,False,88,1520,380,6,6.5281113847959205e-14,2,0.6966179952385404,0.48157894736842105,0.4241931990470002,0.35918982977806513,1.0575283248532463,0.63717636861077309,0.2157316265430386,0.94821415514267704,0.10931416971056929
B1,4,2025-2026,100,lam=100,True,False,88,1520,380,6,6.7057470687359455e-14,2,0.44239921868520904,0.48684210526315791,0.43004115226337447,0.36395582329317272,1.0503002658247012,0.63275484147323813,0.21407848421972989,0.95324476959097104,0.09705549623373011
B2,1,2022-2023,0.01,lam=0.01,False,False,108,380,380,14,1.7386482878412046e-14,29,5.8741004603787941,0.45263157894736844,0.39738425894086599,0.38666994791025799,1.3205199597541657,0.72333258421563829,0.25598979222220503,0.83368621116228359,0.48683374859188211
B2,1,2022-2023,0.029999999999999999,lam=0.03,False,False,108,380,380,13,2.052091135906764e-14,29,5.4863031838167338,0.45263157894736844,0.39738425894086599,0.38656313072309495,1.3033230693448254,0.71911554942624412,0.25439773277806976,0.83379874928097109,0.46952432006385436
B2,1,2022-2023,0.10000000000000001,lam=0.1,False,False,108,380,380,12,2.1285057050235423e-14,29,4.6472317762487956,0.44736842105263158,0.39578089395669142,0.38618618050696268,1.2709477453088966,0.70989043402363461,0.25108879282654584,0.83447200376579167,0.43647574154310498
B2,1,2022-2023,0.29999999999999999,lam=0.3,False,False,108,380,380,11,1.2129186544029835e-14,29,3.6239663211361801,0.44736842105263158,0.39702740372932799,0.38701257295231467,1.2310390566769853,0.69792284764099932,0.24717838499180372,0.83646783267982261,0.39457122399716271
B2,1,2022-2023,1,lam=1,False,True,108,380,380,10,1.2337353361147052e-14,29,2.5721232806550121,0.45000000000000001,0.39931219405587726,0.38680273386818603,1.1841334813800015,0.68300079317307039,0.24272669037114966,0.8411988973545802,0.34293458402542132
B2,1,2022-2023,3,lam=3,False,False,108,380,380,9,1.0332013022917863e-14,29,1.8085108902839415,0.45789473684210524,0.40272715324295039,0.38819999078174822,1.1413573762353242,0.66773756642294013,0.23802847922252293,0.84877836332708156,0.29257901290824262
B2,1,2022-2023,10,lam=10,False,False,108,380,380,8,1.1213252548714081e-14,29,1.1854095137964515,0.46842105263157896,0.40920021640555865,0.39180640894350577,1.0944871357863128,0.64805251716748147,0.2309745107265907,0.86202004002155741,0.23246709576475544
