book,season,date,home_team,away_team,result,overround,shin_z,price_H,prop_p_H,shin_p_H,price_D,prop_p_D,shin_p_D,price_A,prop_p_A,shin_p_A
PSC,2022-2023,2023-02-19,Manchester Utd,Leicester City,H,1.0240196955591261,0.012070054892847681,1.5800000000000001,0.6180656438053046,0.62317445367798552,4.5300000000000002,0.21557256450604442,0.21345098995674894,5.8700000000000001,0.16636179168865098,0.16337455636526552
PSC,2022-2023,2023-02-19,Tottenham,West Ham,H,1.0270654193768523,0.013565437532851277,1.8799999999999999,0.51789777319126185,0.52162488747372482,3.5299999999999998,0.27582091036815082,0.27465205583183855,4.7199999999999998,0.20628131644058736,0.20372305669443666
PSC,2022-2023,2023-02-24,Fulham,Wolves,D,1.021720473633096,0.010860866108497902,2.6800000000000002,0.36520196862787246,0.3657184883538796,3.1499999999999999,0.31071151616593595,0.31034499313098718,3.02,0.32408651520619153,0.32393651851513322
PSC,2022-2023,2023-02-25,Bournemouth,Manchester City,A,1.0299987348798192,0.015236679407162501,10.1,0.09612623553528106,0.090876950076514668,5.1100000000000003,0.18999510350417587,0.18672758168353407,1.3600000000000001,0.71387866096054309,0.72239546823995138
PSC,2022-2023,2023-02-25,Crystal Palace,Liverpool,D,1.024364161940156,0.012223202089588658,5.0800000000000001,0.19216837235690748,0.1896055385180819,4.1200000000000001,0.23694546882841994,0.23518589688772215,1.71,0.57088615881467253,0.575208564594196
PSC,2022-2023,2023-02-25,Everton,Aston Villa,A,1.0211149004252453,0.01055840063973168,2.6099999999999999,0.37521904958251723,0.37587916983636971,3.1499999999999999,0.3108957839398,0.31054220333115873,3.1200000000000001,0.31388516647768266,0.31357862683247151
PSC,2022-2023,2023-02-25,Leeds United,Southampton,H,1.0228933039992947,0.011463157888225606,1.96,0.49878523951409587,0.5016139007682745,3.7799999999999998,0.25862938345175346,0.25735115205272224,4.0300000000000002,0.24258537703415081,0.24103494717900328
PSC,2022-2023,2023-02-25,Leicester City,Arsenal,A,1.02313151829555,0.011620485338703246,6.0199999999999996,0.16235738401194136,0.15941302986068412,4.3099999999999996,0.22677295864312924,0.22492157483171404,1.6000000000000001,0.61086965734492937,0.61566539530760178
PSC,2022-2023,2023-02-25,West Ham,Nottingham,H,1.0237834168755222,0.011935213399894284,1.71,0.57120999617493295,0.57543465839053021,3.8399999999999999,0.25436695142164989,0.25295456820156248,5.5999999999999996,0.17442305240341704,0.17161077340790729
PSC,2022-2023,2023-02-26,Tottenham,Chelsea,H,1.0229484561229278,0.011476133886181294,3.04,0.32156788199064745,0.32136595944895069,3.3300000000000001,0.29356347184731779,0.29288301776631626,2.54,0.3848686461620347,0.385751022784733
PSC,2022-2023,2023-03-01,Arsenal,Everton,H,1.0321039499859519,0.016348589600250207,1.3400000000000001,0.72305571229194054,0.7323862002283329,5.21,0.18596826381404999,0.18236442839802769,10.65,0.090976023894009425,0.085249371373639429
PSC,2022-2023,2023-03-01,Liverpool,Wolves,H,1.0343409918014255,0.017316259108941578,1.53,0.63189487453602566,0.63953990708436614,4.4400000000000004,0.21774755811714394,0.21476046301814888,6.4299999999999997,0.15035756734683037,0.14569962989748511
PSC,2022-2023,2023-03-04,Arsenal,Bournemouth,H,1.0325848496580203,0.016781009361865828,1.23,0.78735237143035686,0.79838757913242431,6.75,0.14347309879397613,0.13874449965741098,14,0.069174529775667057,0.062867921210164643
PSC,2022-2023,2023-03-04,Aston Villa,Crystal Palace,H,1.0227543719474899,0.011386408514347524,2.1499999999999999,0.45476831175418075,0.45683121822335965,3.3799999999999999,0.28927570126375407,0.28852580519413523,3.8199999999999998,0.25595598698206512,0.25464297658250507
PSC,2022-2023,2023-03-04,Brighton,West Ham,H,1.0257435104005501,0.012924801786112938,1.6799999999999999,0.58029915783299113,0.585045679428291,4,0.2437256462898563,0.24199294347976136,5.54,0.17597519587715257,0.17296137709194775
PSC,2022-2023,2023-03-04,Chelsea,Leeds United,H,1.0267613592081677,0.01345469099820612,1.6000000000000001,0.60871009061150905,0.61421139695068716,4.2000000000000002,0.23188955832819394,0.22984794730674254,6.1100000000000003,0.15940035106029696,0.15594065574257021
PSC,2022-2023,2023-03-04,Manchester City,Newcastle,H,1.0324078152589831,0.016343678317721988,1.51,0.64146323365734215,0.64891184742225561,4.5499999999999998,0.21288120501595306,0.20994332354259485,6.6500000000000004,0.14565556132670474,0.14114482903514963
PSC,2022-2023,2023-03-04,Southampton,Leicester City,H,1.0222945757834641,0.011148994512747201,2.98,0.32825222567720652,0.32816717683883023,3.3599999999999999,0.29112846205895099,0.29042692807456605,2.5699999999999998,0.38061931226384255,0.38140589508660377
PSC,2022-2023,2023-03-04,Wolves,Tottenham,H,1.0198495885613998,0.0099277781097565909,3.3500000000000001,0.29269753700410062,0.29209515075040599,3.3399999999999999,0.29357387693525067,0.29298444516901623,2.3700000000000001,0.41372858606064855,0.41492040408057779
PSC,2022-2023,2023-03-05,Liverpool,Manchester Utd,H,1.0214470141610397,0.010727203753295111,2.4300000000000002,0.40288201741218849,0.40399522237981128,3.6600000000000001,0.26748724106874811,0.26643450256294637,2.9700000000000002,0.3296307415190633,0.32957027505724229
PSC,2022-2023,2023-03-05,Nottingham,Everton,D,1.0211011399466408,0.010551230227965502,3.1000000000000001,0.31591448931116389,0.31564016415403906,3.1000000000000001,0.31591448931116389,0.31564016415403906,2.6600000000000001,0.36817102137767221,0.36871967169192182
PSC,2022-2023,2023-03-06,Brentford,Fulham,H,1.0217049032838506,0.010862674904125846,2.0800000000000001,0.47055586130985139,0.47278024395053997,3.6000000000000001,0.27187671986791417,0.27087984389598424,3.7999999999999998,0.25756741882223444,0.25633991215347579
PSC,2022-2023,2023-03-11,Bournemouth,Liverpool,H,1.0270964053400458,0.013665210981105902,6.9800000000000004,0.13948688253588737,0.13558114325877055,5.1500000000000004,0.18905212429135804,0.18611605774272152,1.45,0.67146099317275454,0.67830279899850798
PSC,2022-2023,2023-03-11,Crystal Palace,Manchester City,A,1.0336668259818467,0.017136300001683369,10.050000000000001,0.096261662908331075,0.090384775837286629,5.1699999999999999,0.18712373544075966,0.18337928595136524,1.3500000000000001,0.71661460165090918,0.72623593821134813
PSC,2022-2023,2023-03-11,Everton,Brentford,H,1.0222788483658047,0.011140003589627412,2.7000000000000002,0.3622987709884023,0.3627802188861351,3.1499999999999999,0.31054180370434487,0.31016312254474193,2.9900000000000002,0.32715942530725295,0.32705665856912297
PSC,2022-2023,2023-03-11,Leeds United,Brighton,D,1.0274120818098211,0.013739459032274193,4.4699999999999998,0.21774480804076135,0.21538476403825782,3.7999999999999998,0.25613665577426398,0.2545530226011421,1.8500000000000001,0.52611853618497462,0.53006221336060011
