rung,fold,test_season,lambda,lambda_label,is_selected,is_frozen_lambda,design_columns,train_matches,test_matches,newton_iterations,gradient_norm,constant_columns,coef_l2_norm,accuracy,balanced_accuracy,macro_f1,log_loss,brier_score,rps,train_log_loss,generalisation_gap,source
B2,1,2022-2023,0.029999999999999999,lam=0.03,False,False,108,380,380,13,2.052091135906764e-14,29,5.4863031838167338,0.45263157894736844,0.39738425894086599,0.38656313072309495,1.3033230693448254,0.71911554942624412,0.25439773277806976,0.83379874928097109,0.46952432006385436,instrument_4
B2,1,2022-2023,0.10000000000000001,lam=0.1,False,False,108,380,380,12,2.1285057050235423e-14,29,4.6472317762487956,0.44736842105263158,0.39578089395669142,0.38618618050696268,1.2709477453088966,0.70989043402363461,0.25108879282654584,0.83447200376579167,0.43647574154310498,instrument_4
B2,1,2022-2023,0.29999999999999999,lam=0.3,False,False,108,380,380,11,1.2129186544029835e-14,29,3.6239663211361801,0.44736842105263158,0.39702740372932799,0.38701257295231467,1.2310390566769853,0.69792284764099932,0.24717838499180372,0.83646783267982261,0.39457122399716271,instrument_4
B2,1,2022-2023,1,lam=1,False,True,108,380,380,10,1.2337353361147052e-14,29,2.5721232806550121,0.45000000000000001,0.39931219405587726,0.38680273386818603,1.1841334813800015,0.68300079317307039,0.24272669037114966,0.8411988973545802,0.34293458402542132,instrument_4
B2,1,2022-2023,3,lam=3,False,False,108,380,380,9,1.0332013022917863e-14,29,1.8085108902839415,0.45789473684210524,0.40272715324295039,0.38819999078174822,1.1413573762353242,0.66773756642294013,0.23802847922252293,0.84877836332708156,0.29257901290824262,instrument_4
B2,1,2022-2023,10,lam=10,False,False,108,380,380,8,1.1213252548714081e-14,29,1.1854095137964515,0.46842105263157896,0.40920021640555865,0.39180640894350577,1.0944871357863128,0.64805251716748147,0.2309745107265907,0.86202004002155741,0.23246709576475544,instrument_4
B2,1,2022-2023,30,lam=30,False,False,108,380,380,7,2.0206059048177849e-14,29,0.78030279010602133,0.48421052631578948,0.42131629139558663,0.40273418604389549,1.0548425125791652,0.62867330807356092,0.22320240361889093,0.87983182401351123,0.17501068856565394,instrument_4
B2,1,2022-2023,100,lam=100,True,False,108,380,380,6,5.0626169922907138e-14,29,0.46477636324257388,0.50789473684210529,0.42752152211356093,0.39241465706232387,1.0199964459428035,0.60971678495730508,0.21538404320977872,0.90740655281932314,0.11258989312348033,instrument_4
B2,1,2022-2023,300,lam=300,False,False,108,380,380,5,1.1646239528317892e-11,29,0.26959955700058913,0.51052631578947372,0.41828760696104544,0.37047524609434007,1.0019052778823843,0.59868823182394204,0.21093881931462546,0.93876563900911014,0.063139638873274118,instrument_5
B2,1,2022-2023,1000,lam=1000,False,False,108,380,380,5,4.0856207306205761e-14,29,0.14528020882416584,0.52894736842105261,0.42645592341443955,0.37269769621138632,0.99993897067164961,0.59681244528410071,0.21050639335862528,0.97373266123864644,0.026206309433003172,instrument_5
B2,1,2022-2023,3000,lam=3000,True,False,108,380,380,5,4.6185277824406512e-14,29,0.077217957415563726,0.51578947368421058,0.3962072862651243,0.34107625941361408,1.013298528374986,0.60575843570098376,0.21497158023400856,1.0067211041473383,0.0065774242276477324,instrument_5
B2,1,2022-2023,10000,lam=10000,False,False,108,380,380,5,9.9475983006414026e-14,29,0.031671297321464155,0.49473684210526314,0.34805876878074721,0.2534111922141119,1.0339160881911271,0.62091090785423353,0.22237047549960196,1.0394000443451805,-0.0054839561540533932,instrument_5
B2,2,2023-2024,0.01,lam=0.01,False,False,108,760,380,8,6.5449598865563452e-14,4,4.0713156910226589,0.51578947368421058,0.42846302748741771,0.41529279017665721,1.0967129915042249,0.63145817521258185,0.21996626383648515,0.90265272015459008,0.19406027134963477,instrument_4
B2,2,2023-2024,0.029999999999999999,lam=0.03,False,False,108,760,380,8,5.1835705866531967e-14,4,3.9283614668009768,0.51578947368421058,0.42981804103755322,0.41759392419888375,1.0956143795321167,0.63114729549369175,0.2197963915241832,0.90266753075567918,0.19294684877643753,instrument_4
B2,2,2023-2024,0.10000000000000001,lam=0.1,False,False,108,760,380,8,2.7850985406807638e-14,4,3.5580159328146386,0.51315789473684215,0.42791327913279131,0.41617113088377672,1.0924405359768656,0.63025982033330619,0.21931846273784536,0.90278031785732027,0.18966021811954537,instrument_4
B2,2,2023-2024,0.29999999999999999,lam=0.3,False,False,108,760,380,8,3.1780134079895106e-14,4,3.0010975107110611,0.51578947368421058,0.43062330623306239,0.41912104172832199,1.0859312619251991,0.62840542930828425,0.21840116581756175,0.90322168050917806,0.18270958141602101,instrument_4
B2,2,2023-2024,1,lam=1,False,True,108,760,380,7,1.9192925027056162e-11,4,2.3133879512567588,0.51578947368421058,0.4271080139372822,0.41269049994666057,1.0715608896349988,0.62379550633571157,0.21651886284249147,0.90458449951069486,0.16697639012430399,instrument_4
B2,2,2023-2024,3,lam=3,False,False,108,760,380,7,3.0198066269804258e-14,4,1.703965742378329,0.5368421052631579,0.44476190476190475,0.42826872781314695,1.0499743084306885,0.61546232707934867,0.21355032738536101,0.90742113462058416,0.14255317381010435,instrument_4
B2,2,2023-2024,10,lam=10,False,False,108,760,380,6,8.0918827194409459e-11,4,1.1265534626603115,0.55526315789473679,0.4615718157181572,0.44249786570799748,1.0213126305766131,0.6020898244202405,0.20894169763254361,0.91326811840927524,0.1080445121673379,instrument_4
B2,2,2023-2024,30,lam=30,False,False,108,760,380,6,4.3520742565306136e-14,4,0.75174295598892149,0.56052631578947365,0.46402632597754551,0.43979406462835535,0.99715609423645957,0.58945002504525712,0.20461475850586178,0.92110682711743919,0.076049267119020381,instrument_4
B2,2,2023-2024,100,lam=100,True,False,108,760,380,6,2.6645352591003757e-14,4,0.47519196986473822,0.55263157894736847,0.45128145567169958,0.41171177384063301,0.97629512149069375,0.57783165038316353,0.20082098397734521,0.93306828271705089,0.043226838773642862,instrument_4
B2,2,2023-2024,300,lam=300,False,False,108,760,380,6,3.1974423109204508e-14,4,0.29545156106333115,0.56842105263157894,0.46512582268679831,0.42114802568274462,0.96484332460037969,0.57084457637859409,0.19893149917430286,0.9484566785268097,0.016386646073569988,instrument_5
B2,2,2023-2024,1000,lam=1000,True,False,108,760,380,5,3.7795988561128979e-11,4,0.17184032124765344,0.58157894736842108,0.4740998838559814,0.42049213134175423,0.96352722794834478,0.56992126819053701,0.19968327450728413,0.9682108998836324,-0.0046836719352876255,instrument_5
B2,2,2023-2024,3000,lam=3000,False,False,108,760,380,5,1.3500311979441904e-13,4,0.10426630114887907,0.57631578947368423,0.46384823848238482,0.41200719733591146,0.9755993078995181,0.57831607665296636,0.20436931602137343,0.98885587574003497,-0.013256567840516875,instrument_5
B2,2,2023-2024,10000,lam=10000,False,False,108,760,380,5,1.6342482922482304e-13,4,0.051212140347233412,0.53157894736842104,0.41053039101819588,0.34986822289156622,1.0042402474810104,0.59936256128426835,0.21498248480712573,1.0172410192703023,-0.013000771789291932,instrument_5
B2,3,2024-2025,0.01,lam=0.01,False,False,108,1140,380,8,1.5924757172658399e-11,4,9.3152956684269004,0.47105263157894739,0.41559139784946236,0.38833025266453408,1.0679101670287259,0.63317144204049869,0.21645976828277713,0.91254269640169605,0.15536747062702982,instrument_4
B2,3,2024-2025,0.029999999999999999,lam=0.03,False,False,108,1140,380,7,2.9036047568056778e-10,4,7.8452597761763609,0.47105263157894739,0.41521668295861841,0.38775563007120378,1.0667618056301322,0.63275333633305253,0.21634163256711203,0.91274122380541289,0.15402058182471934,instrument_4
B2,3,2024-2025,0.10000000000000001,lam=0.1,False,False,108,1140,380,7,8.3238971271271112e-14,4,6.149844576902125,0.47105263157894739,0.41521668295861841,0.38742329629052635,1.0637127183543484,0.63160116850548897,0.21603632883929491,0.91333732005027302,0.15037539830407542,instrument_4
B2,3,2024-2025,0.29999999999999999,lam=0.3,False,False,108,1140,380,7,5.5677684684951601e-14,4,4.4715255535688323,0.47631578947368419,0.42026718800912349,0.39278092380309926,1.0586468578598676,0.62957470637202051,0.21552629916316113,0.91472570222025829,0.14392115563960928,instrument_4
B2,3,2024-2025,1,lam=1,False,True,108,1140,380,6,1.2472098354088246e-10,4,2.7567651348507662,0.48157894736842105,0.42743564679048546,0.40384294068504595,1.0519055968324085,0.62669193063611961,0.21481258170737236,0.91767258731174262,0.13423300952066586,instrument_4
B2,3,2024-2025,3,lam=3,False,False,108,1140,380,6,1.964872708981602e-12,4,1.6839686731282646,0.47894736842105262,0.42422613229064843,0.39897460369901316,1.0462191428037113,0.62398731379729644,0.21408292330054898,0.92113863339071977,0.12508050941299154,instrument_4
B2,3,2024-2025,10,lam=10,False,False,108,1140,380,6,6.4281913125796564e-14,4,1.0486389497143296,0.50263157894736843,0.44582926034538933,0.41763639967156491,1.0390580801455356,0.62011332391901086,0.21289491602246949,0.925096590703955,0.11396148944158058,instrument_4
B2,3,2024-2025,30,lam=30,False,False,108,1140,380,6,4.4561576650892221e-14,4,0.71489692547838446,0.50526315789473686,0.44330400782013685,0.40358900788284169,1.0300149275016961,0.61517004954366072,0.21129600821322425,0.92945720151134492,0.10055772599035118,instrument_4
B2,3,2024-2025,100,lam=100,True,False,108,1140,380,6,4.5186077102243871e-14,4,0.47168423466714832,0.50526315789473686,0.43862821766047572,0.38549330843448493,1.0176515215555422,0.60856570393517118,0.20907569270054341,0.93626577441782499,0.081385747137717179,instrument_4
B2,3,2024-2025,300,lam=300,False,False,108,1140,380,6,5.3290705182007514e-14,4,0.31069729617576941,0.50789473684210529,0.43941023134571527,0.37684729064039413,1.0069677712146496,0.60247863783050493,0.20708132878257349,0.94568879403399675,0.061278977180652894,instrument_5
B2,3,2024-2025,1000,lam=1000,True,False,108,1140,380,5,4.4236614371584437e-10,4,0.19210037289800405,0.51052631578947372,0.44081133919843601,0.37695798565363786,1.0026951846650169,0.5996085007708315,0.20658499074485384,0.95945288753451008,0.043242297130506868,instrument_5
B2,3,2024-2025,3000,lam=3000,False,False,108,1140,380,5,1.2665424264923786e-12,4,0.12537087117505266,0.49736842105263157,0.42781036168132941,0.36377552997713442,1.0092308817678657,0.60338013597367535,0.20892225790163227,0.97520122416868071,0.03402965759918497,instrument_5
B2,3,2024-2025,10000,lam=10000,False,False,108,1140,380,5,2.4158453015843406e-13,4,0.068904398006879489,0.49473684210526314,0.42003910068426192,0.34770114942528735,1.030126260416159,0.61752438464232673,0.21615051355397397,1.0010226724657949,0.029103587950364052,instrument_5
B2,4,2025-2026,0.01,lam=0.01,False,False,108,1520,380,8,2.491044627923834e-10,2,8.7135805482296433,0.46052631578947367,0.41349277752786523,0.36385627272812382,1.1116504357681225,0.66539993762743666,0.2248837531761908,0.92804347427147704,0.18360696149664546,instrument_4
B2,4,2025-2026,0.029999999999999999,lam=0.03,False,False,108,1520,380,8,8.5961558780444508e-14,2,7.2613746366337919,0.46052631578947367,0.41262641408840245,0.36314272421586163,1.1109198035291641,0.66500957249472381,0.22474786577640501,0.92817972756724088,0.18274007596192321,instrument_4
B2,4,2025-2026,0.10000000000000001,lam=0.1,False,False,108,1520,380,7,1.0229924546356628e-13,2,5.691094885530914,0.46578947368421053,0.41674164042585099,0.36571923411671331,1.1088683165831679,0.66394622285357707,0.22436465005854725,0.92855993305752083,0.18030838352564704,instrument_4
B2,4,2025-2026,0.29999999999999999,lam=0.3,False,False,108,1520,380,6,7.648143121423423e-11,2,4.2255471763641497,0.4631578947368421,0.4126701487812599,0.3587744608827701,1.1049753842934993,0.66202306646911491,0.22365952368542769,0.92940836186264708,0.1755670224308522,instrument_4
B2,4,2025-2026,1,lam=1,False,True,108,1520,380,6,3.474253827337459e-11,2,2.7179344676537824,0.46052631578947367,0.40801344529414701,0.35448937409721726,1.0986421496690832,0.65912886415034944,0.22263071585630997,0.93129063003910939,0.16735151962997385,instrument_4
B2,4,2025-2026,3,lam=3,False,False,108,1520,380,6,1.0874301459296021e-11,2,1.7129586730615745,0.46052631578947367,0.40714708185468423,0.35317705886172895,1.0925463103319395,0.65652956375294791,0.22181025560510231,0.93374577653255064,0.15880053379938885,instrument_4
B2,4,2025-2026,10,lam=10,False,False,108,1520,380,6,8.5981222142095248e-13,2,1.0692279360875288,0.4631578947368421,0.40833833158394556,0.35345863159255736,1.0857321397470538,0.65346514909584696,0.22092302840982922,0.93682640229335101,0.14890573745370284,instrument_4
B2,4,2025-2026,30,lam=30,False,False,108,1520,380,6,5.2569060216001162e-14,2,0.7255845035144588,0.46052631578947367,0.40599956681828031,0.34760883610320698,1.0780087563731604,0.64950192948621654,0.21965546025874608,0.94024425204495166,0.13776450432820875,instrument_4
B2,4,2025-2026,100,lam=100,True,False,108,1520,380,6,8.149037000748649e-14,2,0.48373885976972641,0.47105263157894739,0.41336365605371456,0.34925662004046804,1.0670222318825602,0.64316783979546022,0.21745634326274949,0.94540447005845274,0.12161776182410744,instrument_4
B2,4,2025-2026,300,lam=300,False,False,108,1520,380,6,7.815970093361102e-14,2,0.32841649628388536,0.47368421052631576,0.41542126922243883,0.35084015131521068,1.055824610011215,0.63599469997452496,0.21498836309665054,0.95249638279564575,0.10332822721556922,instrument_5
B2,4,2025-2026,1000,lam=1000,True,False,108,1520,380,5,9.7565799883625459e-10,2,0.20979913925997618,0.48421052631578948,0.42365172189733591,0.35713097360156182,1.0461090547083203,0.62908070454526399,0.21281349126603977,0.96367295453015522,0.08243610017816505,instrument_5
B2,4,2025-2026,3000,lam=3000,False,False,108,1520,380,5,8.8045126744873414e-12,2,0.13985968480544095,0.48947368421052634,0.42430149447693305,0.35683465292614464,1.0430969916082433,0.62645469481614824,0.21233608072550628,0.97732317494588694,0.065773816662356377,instrument_5
B2,4,2025-2026,10000,lam=10000,False,False,108,1520,380,5,3.2684965844964609e-13,2,0.08097837542217555,0.48947368421052634,0.41563786008230452,0.34506437768240344,1.0499876256311407,0.63069935001266442,0.21485747296300656,1.0004653841451649,0.049522241485975727,instrument_5
B3,1,2022-2023,0.01,lam=0.01,False,False,114,380,380,14,2.3448040384344004e-14,35,5.8741004603787745,0.45263157894736844,0.39738425894086599,0.38666994791025799,1.3205199597541606,0.72333258421563817,0.25598979222220497,0.83368621116228359,0.486833748591877,instrument_4
B3,1,2022-2023,0.029999999999999999,lam=0.03,False,False,114,380,380,13,1.6711024924953577e-14,35,5.48630318381674,0.45263157894736844,0.39738425894086599,0.38656313072309495,1.3033230693448254,0.71911554942624423,0.25439773277806982,0.83379874928097109,0.46952432006385436,instrument_4
B3,1,2022-2023,0.10000000000000001,lam=0.1,False,False,114,380,380,12,1.2181228248309139e-14,35,4.647231776248792,0.44736842105263158,0.39578089395669142,0.38618618050696268,1.270947745308896,0.70989043402363483,0.25108879282654584,0.83447200376579167,0.43647574154310431,instrument_4
B3,1,2022-2023,0.29999999999999999,lam=0.3,False,False,114,380,380,11,1.3836154444391013e-14,35,3.6239663211361806,0.44736842105263158,0.39702740372932799,0.38701257295231467,1.2310390566769853,0.69792284764099921,0.24717838499180364,0.83646783267982261,0.39457122399716271,instrument_4
B3,1,2022-2023,1,lam=1,False,True,114,380,380,10,1.1133455268819148e-14,35,2.5721232806550125,0.45000000000000001,0.39931219405587726,0.38680273386818603,1.1841334813800015,0.68300079317307039,0.24272669037114961,0.8411988973545802,0.34293458402542132,instrument_4
B3,1,2022-2023,3,lam=3,False,False,114,380,380,9,1.4307999229856705e-14,35,1.8085108902839417,0.45789473684210524,0.40272715324295039,0.38819999078174822,1.141357376235324,0.66773756642294013,0.23802847922252293,0.84877836332708156,0.2925790129082424,instrument_4
B3,1,2022-2023,10,lam=10,False,False,114,380,380,8,1.4876988529977098e-14,35,1.1854095137964515,0.46842105263157896,0.40920021640555865,0.39180640894350577,1.0944871357863128,0.64805251716748147,0.2309745107265907,0.86202004002155741,0.23246709576475544,instrument_4
B3,1,2022-2023,30,lam=30,False,False,114,380,380,7,1.9095836023552692e-14,35,0.78030279010602122,0.48421052631578948,0.42131629139558663,0.40273418604389549,1.0548425125791652,0.62867330807356081,0.22320240361889093,0.87983182401351123,0.17501068856565394,instrument_4
B3,1,2022-2023,100,lam=100,True,False,114,380,380,6,4.8849813083506888e-14,35,0.46477636324257388,0.50789473684210529,0.42752152211356093,0.39241465706232387,1.0199964459428035,0.60971678495730519,0.21538404320977872,0.90740655281932314,0.11258989312348033,instrument_4
B3,1,2022-2023,300,lam=300,False,False,114,380,380,5,1.1650680420416393e-11,35,0.26959955700058907,0.51052631578947372,0.41828760696104544,0.37047524609434007,1.0019052778823845,0.59868823182394193,0.21093881931462546,0.93876563900911014,0.06313963887327434,instrument_5
B3,1,2022-2023,1000,lam=1000,False,False,114,380,380,5,4.2632564145606011e-14,35,0.14528020882416584,0.52894736842105261,0.42645592341443955,0.37269769621138632,0.99993897067164961,0.59681244528410071,0.21050639335862528,0.97373266123864644,0.026206309433003172,instrument_5
B3,1,2022-2023,3000,lam=3000,True,False,114,380,380,5,4.2632564145606011e-14,35,0.077217957415563726,0.51578947368421058,0.3962072862651243,0.34107625941361408,1.013298528374986,0.60575843570098376,0.21497158023400856,1.0067211041473385,0.0065774242276475103,instrument_5
B3,1,2022-2023,10000,lam=10000,False,False,114,380,380,5,9.2370555648813024e-14,35,0.031671297321464155,0.49473684210526314,0.34805876878074721,0.2534111922141119,1.0339160881911271,0.62091090785423353,0.22237047549960196,1.0394000443451805,-0.0054839561540533932,instrument_5
B3,2,2023-2024,0.01,lam=0.01,False,False,114,760,380,8,6.1632773537545482e-14,4,5.1170540811916787,0.50526315789473686,0.44244676732481608,0.44213335909076279,1.1976927891840481,0.67730809686444848,0.23087572133001524,0.89088432779723159,0.3068084613868165,instrument_4
B3,2,2023-2024,0.029999999999999999,lam=0.03,False,False,114,760,380,8,3.528774494832021e-14,4,4.9767360670482992,0.50789473684210529,0.4451567944250871,0.44491076292095233,1.1941415748841528,0.675836901751101,0.23037627712408087,0.89090273245691942,0.30323884242723342,instrument_4
B3,2,2023-2024,0.10000000000000001,lam=0.1,False,False,114,760,380,8,5.5018489764080414e-14,4,4.5889023132238762,0.50789473684210529,0.4451567944250871,0.44491076292095233,1.1831119239648202,0.67122370183064695,0.22885712291391966,0.89105533463349529,0.29205658933132495,instrument_4
B3,2,2023-2024,0.29999999999999999,lam=0.3,False,False,114,760,380,8,3.397282455352979e-14,4,3.9134878970696514,0.51052631578947372,0.4457065427797135,0.44490531255237142,1.1593579862454853,0.6611071492124716,0.22571829301571208,0.89176173849786367,0.26759624774762159,instrument_4
B3,2,2023-2024,1,lam=1,False,True,114,760,380,7,5.6567195372281276e-11,4,2.9066694450215298,0.52368421052631575,0.45197057684862568,0.44889029803424224,1.1149520662707553,0.64183307366897802,0.22017535787816234,0.89434945463083149,0.22060261163992378,instrument_4
B3,2,2023-2024,3,lam=3,False,False,114,760,380,7,3.8372083288606973e-14,4,1.9970154170983196,0.53421052631578947,0.45200929152148661,0.44067562543535671,1.0699778629775103,0.6223908984740889,0.21472196650300401,0.89944040953244941,0.17053745344506088,instrument_4
B3,2,2023-2024,10,lam=10,False,False,114,760,380,6,1.4792389535500661e-10,4,1.237624146948703,0.53421052631578947,0.44120789779326364,0.41829860241720979,1.0288039587434046,0.60420966454607627,0.20917797664596524,0.90805994091303788,0.1207440178303667,instrument_4
B3,2,2023-2024,30,lam=30,False,False,114,760,380,6,2.7977620220553945e-14,4,0.78949706701651134,0.54736842105263162,0.45450251645373596,0.43079112261615976,0.99999593663841368,0.59021208767632594,0.20453675264361859,0.91806955613056707,0.081926380507846619,instrument_4
B3,2,2023-2024,100,lam=100,True,False,114,760,380,6,3.8413716652030416e-14,4,0.48367703779786902,0.55526315789473679,0.45560201316298876,0.41661229805600941,0.97715393463174294,0.57792227199876089,0.20057984746075927,0.93163939385324812,0.045514540778494816,instrument_4
B3,2,2023-2024,300,lam=300,False,False,114,760,380,6,3.3750779948604759e-14,4,0.29665490654715382,0.56578947368421051,0.46106078203639184,0.41242777674582304,0.96477146258414781,0.57049887483734429,0.19861060681990911,0.94778141893529877,0.01699004364884904,instrument_5
B3,2,2023-2024,1000,lam=1000,True,False,114,760,380,5,8.5174312047797684e-11,4,0.17121919749841061,0.57894736842105265,0.47138985675571038,0.41765525190913017,0.96251074405391324,0.56904099074308345,0.1992029930270468,0.96779867557226595,-0.0052879315183527176,instrument_5
B3,2,2023-2024,3000,lam=3000,False,False,114,760,380,5,1.1368683772161603e-13,4,0.10391348953557276,0.57631578947368423,0.46545876887340304,0.41358522099859735,0.97345865181879754,0.57669996983599114,0.20357898019019557,0.98825915163100075,-0.014800499812203216,instrument_5
B3,2,2023-2024,10000,lam=10000,False,False,114,760,380,5,1.7763568394002505e-13,4,0.051497994655409489,0.53157894736842104,0.41214092140921404,0.35312681925422068,1.0015159774068991,0.59730697318430637,0.21397913709006472,1.0163235122427507,-0.014807534835851621,instrument_5
B3,3,2024-2025,0.01,lam=0.01,False,False,114,1140,380,8,2.2734305947123487e-11,4,9.6765373966835764,0.4631578947368421,0.41842619745845555,0.40675403260374887,1.0555372456694105,0.62762593902748476,0.21331557785113278,0.90781878324949405,0.14771846241991649,instrument_4
B3,3,2024-2025,0.029999999999999999,lam=0.03,False,False,114,1140,380,7,4.3732197087275639e-10,4,8.2349064166461066,0.45789473684210524,0.41375040729879436,0.40253219106532584,1.0541705854453709,0.6270813137619049,0.21312348625926614,0.9080223920725975,0.14614819337277341,instrument_4
B3,3,2024-2025,0.10000000000000001,lam=0.1,False,False,114,1140,380,7,9.5104479846952472e-14,4,6.533927134717989,0.46052631578947367,0.4173346366894754,0.40735156404748424,1.0505121824852643,0.62552673372439571,0.21260750696053413,0.908656453179993,0.14185572930527135,instrument_4
B3,3,2024-2025,0.29999999999999999,lam=0.3,False,False,114,1140,380,7,5.1278425949874418e-14,4,4.7868583045517425,0.4631578947368421,0.42129358097100028,0.4121041427616608,1.0446226766921805,0.62278791790780486,0.21174531144483846,0.9102026733109273,0.13442000338125315,instrument_4
B3,3,2024-2025,1,lam=1,False,True,114,1140,380,6,2.6580163070555329e-10,4,2.9606862197681187,0.47105263157894739,0.42743564679048546,0.41756111169229698,1.0375157884041524,0.61913948097014859,0.21067131403711414,0.91357085767472934,0.12394493072942303,instrument_4
B3,3,2024-2025,3,lam=3,False,False,114,1140,380,6,4.677480625048247e-12,4,1.8089520914390718,0.46578947368421053,0.419208211143695,0.40641959666349914,1.0322705659519853,0.61616502018198249,0.20994180229164147,0.9175726365789012,0.1146979293730841,instrument_4
B3,3,2024-2025,10,lam=10,False,False,114,1140,380,6,8.9872553843406422e-14,4,1.113898855129239,0.48684210526315791,0.43685239491691102,0.41907259304773431,1.0266975276056818,0.61277046814377145,0.20932205018100802,0.92220671870053084,0.10449080890515094,instrument_4
B3,3,2024-2025,30,lam=30,False,False,114,1140,380,6,4.6407322429331543e-14,4,0.74608392175134741,0.51842105263157889,0.45842293906810044,0.42663938618925829,1.0206752319036538,0.609403751460181,0.20872414949985577,0.92726705628718964,0.093408175616464195,instrument_4
B3,3,2024-2025,100,lam=100,True,False,114,1140,380,6,8.0158102377936302e-14,4,0.48112946735718909,0.51842105263157889,0.4533724340175953,0.40769934752357923,1.0121668015216585,0.60505646249588185,0.20760700377781444,0.93489842190540573,0.077268379616252769,instrument_4
B3,3,2024-2025,300,lam=300,False,False,114,1140,380,6,4.5741188614556449e-14,4,0.31196010374671573,0.50526315789473686,0.43613554903877488,0.37284044715447151,1.0040547620999722,0.60052983458558074,0.20625258124689735,0.94489000349109686,0.059164758608875379,instrument_5
B3,3,2024-2025,1000,lam=1000,True,False,114,1140,380,5,7.1285199965132051e-10,4,0.1908055415735615,0.51052631578947372,0.44081133919843601,0.37695798565363786,1.0012938203786799,0.59863830230293313,0.20612573652973046,0.95890107135947689,0.04239274901920298,instrument_5
B3,3,2024-2025,3000,lam=3000,False,False,114,1140,380,5,3.2702729413358611e-12,4,0.12440595914537714,0.49736842105263157,0.42781036168132941,0.36377552997713442,1.0081639770567878,0.60266514529822479,0.20855056112853171,0.97442052588826999,0.033743451168517846,instrument_5
B3,3,2024-2025,10000,lam=10000,False,False,114,1140,380,5,2.2737367544323206e-13,4,0.069133823977957851,0.48947368421052634,0.41536331052460085,0.34277022544078828,1.0285841152234485,0.61642418240984265,0.21559380763449465,0.99962701226781381,0.028957102955634695,instrument_5
B3,4,2025-2026,0.01,lam=0.01,False,False,114,1520,380,8,2.4757205201099853e-10,2,8.9018176192475504,0.43947368421052629,0.39759417537195318,0.35582088339554568,1.1347799674250278,0.67594205404584795,0.2275471688561769,0.92181228346942834,0.21296768395559951,instrument_4
B3,4,2025-2026,0.029999999999999999,lam=0.03,False,False,114,1520,380,8,1.1203429677031362e-13,2,7.4638928271563856,0.44473684210526315,0.40170940170940167,0.35909409475492393,1.1338435513597167,0.67549357736092952,0.22740503023918096,0.92195056891344673,0.21189298244626997,instrument_4
B3,4,2025-2026,0.10000000000000001,lam=0.1,False,False,114,1520,380,7,1.2083476580437846e-13,2,5.9102223382676646,0.44736842105263158,0.4029006514386631,0.35989669631864935,1.13121007951779,0.67426930323202838,0.22700314613885361,0.92233934523513228,0.20887073428265768,instrument_4
B3,4,2025-2026,0.29999999999999999,lam=0.3,False,False,114,1520,380,6,1.7128840587663646e-10,2,4.4604417950114366,0.45526315789473687,0.40907349094483597,0.36461955662070372,1.1260964166514633,0.67197911179519632,0.22623990515581394,0.923218571604567,0.20287784504689632,instrument_4
B3,4,2025-2026,1,lam=1,False,True,114,1520,380,6,6.4237518949961103e-11,2,2.9494309949258581,0.4631578947368421,0.41524633045100878,0.36983355787083522,1.1172280584097398,0.66817189626463069,0.22500323964367105,0.92524293269843894,0.19198512571130089,instrument_4
B3,4,2025-2026,3,lam=3,False,False,114,1520,380,6,1.7828759302229713e-11,2,1.8993547317149633,0.46578947368421053,0.41730394361973305,0.37188797970358811,1.1076806292405981,0.66410321751070778,0.22376463688914783,0.92806996014974685,0.17961066909085122,instrument_4
B3,4,2025-2026,10,lam=10,False,False,114,1520,380,6,1.6051049378518201e-12,2,1.187039054184071,0.45526315789473687,0.40532688559004343,0.35682581901727722,1.095705143988414,0.65856205645562138,0.22209333079538446,0.93187119738964275,0.16383394659877126,instrument_4
B3,4,2025-2026,30,lam=30,False,False,114,1520,380,6,6.616929226765933e-14,2,0.79100435480696429,0.45526315789473687,0.40188434048083171,0.34256570620206989,1.0827323903633377,0.65184816278154145,0.21993633933774262,0.93621907521161285,0.14651331515172483,instrument_4
B3,4,2025-2026,100,lam=100,True,False,114,1520,380,6,1.056932319443149e-13,2,0.50739886289106784,0.4631578947368421,0.40719081654754169,0.34400651040358471,1.0679611469648036,0.643437257124993,0.21714548871436154,0.94267796194579001,0.12528318501901359,instrument_4
B3,4,2025-2026,300,lam=300,False,False,114,1520,380,6,5.5067062021407764e-14,2,0.33463032651907776,0.47368421052631576,0.41455490578297599,0.34895638550563501,1.0554719912372583,0.63559853462802962,0.21458097017532254,0.95078292784152174,0.10468906339573658,instrument_5
B3,4,2025-2026,1000,lam=1000,True,False,114,1520,380,6,9.4146912488213275e-14,2,0.21009417752712123,0.48421052631578948,0.42365172189733591,0.35713097360156182,1.0452506146083391,0.62845966888440452,0.21242862556888342,0.96259084302365738,0.08265977158468174,instrument_5
B3,4,2025-2026,3000,lam=3000,False,False,114,1520,380,5,2.1121770998888678e-11,2,0.1391373690882709,0.49473684210526314,0.43014944769330737,0.36232381546783171,1.0418896247773408,0.62561652664057921,0.2119087348733534,0.97637321403151567,0.065516410745825149,instrument_5
B3,4,2025-2026,10000,lam=10000,False,False,114,1520,380,5,3.5527136788005009e-13,2,0.081068680525298781,0.49210526315789471,0.42029456356941736,0.35080307738812766,1.0484197615607773,0.62956702553618915,0.21430793184184005,0.99910974805560526,0.049310013505172057,instrument_5
