rung,fold,inner_fold,lambda,lambda_label,inner_train_matches,inner_valid_matches,inner_train_max_date,inner_valid_min_date,inner_val_log_loss,inner_val_rps,inner_val_accuracy,constant_columns
B3,3,2,300,lam=300,569,286,2023-01-19,2023-01-21,0.97872754871496426,0.19960088714561647,0.54195804195804198,4
B3,3,3,300,lam=300,855,285,2023-10-28,2023-10-29,0.96440828630144149,0.19938729946540404,0.57192982456140351,4
B3,3,1,1000,lam=1000,285,284,2022-03-18,2022-03-19,1.0011969279120712,0.21377404654958534,0.51760563380281688,35
B3,3,2,1000,lam=1000,569,286,2023-01-19,2023-01-21,0.96969027141048614,0.19875369750833777,0.55594405594405594,4
B3,3,3,1000,lam=1000,855,285,2023-10-28,2023-10-29,0.9626211277059854,0.19949037422504207,0.57192982456140351,4
B3,3,1,3000,lam=3000,285,284,2022-03-18,2022-03-19,1.018361886987017,0.21994059344402667,0.52112676056338025,35
B3,3,2,3000,lam=3000,569,286,2023-01-19,2023-01-21,0.98156404998456193,0.20336784503686151,0.57692307692307687,4
B3,3,3,3000,lam=3000,855,285,2023-10-28,2023-10-29,0.97133827728195443,0.20268676959697476,0.57192982456140351,4
B3,3,1,10000,lam=10000,285,284,2022-03-18,2022-03-19,1.0392658491851041,0.22758075575296102,0.51760563380281688,35
B3,3,2,10000,lam=10000,569,286,2023-01-19,2023-01-21,1.0109808778816907,0.21414069696404311,0.534965034965035,4
B3,3,3,10000,lam=10000,855,285,2023-10-28,2023-10-29,0.99682235102014327,0.2118165851824948,0.54035087719298247,4
B3,4,1,100,lam=100,380,380,2022-05-22,2022-08-05,1.0199964459428035,0.21538404320977872,0.50789473684210529,35
B3,4,2,100,lam=100,760,380,2023-05-28,2023-08-11,0.97715393463174294,0.20057984746075927,0.55526315789473679,4
B3,4,3,100,lam=100,1140,380,2024-05-19,2024-08-16,1.0121668015216585,0.20760700377781444,0.51842105263157889,4
B3,4,1,300,lam=300,380,380,2022-05-22,2022-08-05,1.0019052778823845,0.21093881931462546,0.51052631578947372,35
B3,4,2,300,lam=300,760,380,2023-05-28,2023-08-11,0.96477146258414781,0.19861060681990911,0.56578947368421051,4
B3,4,3,300,lam=300,1140,380,2024-05-19,2024-08-16,1.0040547620999722,0.20625258124689735,0.50526315789473686,4
B3,4,1,1000,lam=1000,380,380,2022-05-22,2022-08-05,0.99993897067164961,0.21050639335862528,0.52894736842105261,35
B3,4,2,1000,lam=1000,760,380,2023-05-28,2023-08-11,0.96251074405391324,0.1992029930270468,0.57894736842105265,4
B3,4,3,1000,lam=1000,1140,380,2024-05-19,2024-08-16,1.0012938203786799,0.20612573652973046,0.51052631578947372,4
B3,4,1,3000,lam=3000,380,380,2022-05-22,2022-08-05,1.013298528374986,0.21497158023400856,0.51578947368421058,35
B3,4,2,3000,lam=3000,760,380,2023-05-28,2023-08-11,0.97345865181879754,0.20357898019019557,0.57631578947368423,4
B3,4,3,3000,lam=3000,1140,380,2024-05-19,2024-08-16,1.0081639770567878,0.20855056112853171,0.49736842105263157,4
B3,4,1,10000,lam=10000,380,380,2022-05-22,2022-08-05,1.0339160881911271,0.22237047549960196,0.49473684210526314,35
B3,4,2,10000,lam=10000,760,380,2023-05-28,2023-08-11,1.0015159774068991,0.21397913709006472,0.53157894736842104,4
B3,4,3,10000,lam=10000,1140,380,2024-05-19,2024-08-16,1.0285841152234485,0.21559380763449465,0.48947368421052634,4
B4,1,1,100,lam=100,97,93,2021-10-30,2021-10-31,1.387857637455727,0.30621087055719193,0.29032258064516131,42
B4,1,2,100,lam=100,190,95,2022-01-02,2022-01-03,1.1343808006907681,0.24788296534681842,0.50526315789473686,38
B4,1,3,100,lam=100,285,95,2022-03-18,2022-03-19,0.97262646564653088,0.20037555510113886,0.57894736842105265,38
B4,1,1,300,lam=300,97,93,2021-10-30,2021-10-31,1.2535544742207156,0.28040668049495027,0.25806451612903225,42
B4,1,2,300,lam=300,190,95,2022-01-02,2022-01-03,1.0445799074166386,0.22935340217635164,0.50526315789473686,38
B4,1,3,300,lam=300,285,95,2022-03-18,2022-03-19,0.962597813409373,0.19895565646683275,0.54736842105263162,38
B4,1,1,1000,lam=1000,97,93,2021-10-30,2021-10-31,1.1417048660509594,0.25146865901401089,0.25806451612903225,42
B4,1,2,1000,lam=1000,190,95,2022-01-02,2022-01-03,1.0229160038911431,0.22590267521514995,0.51578947368421058,38
B4,1,3,1000,lam=1000,285,95,2022-03-18,2022-03-19,0.9717179715444989,0.20359936989429026,0.54736842105263162,38
B4,1,1,3000,lam=3000,97,93,2021-10-30,2021-10-31,1.1001608412992567,0.23829357677944812,0.25806451612903225,42
B4,1,2,3000,lam=3000,190,95,2022-01-02,2022-01-03,1.0380918362060148,0.23265388281094235,0.4631578947368421,38
B4,1,3,3000,lam=3000,285,95,2022-03-18,2022-03-19,0.99803278377024451,0.21398180726753618,0.55789473684210522,38
B4,1,1,10000,lam=10000,97,93,2021-10-30,2021-10-31,1.090295598494224,0.23500752360826513,0.26881720430107525,42
B4,1,2,10000,lam=10000,190,95,2022-01-02,2022-01-03,1.0568038581384973,0.23996894664667645,0.40000000000000002,38
B4,1,3,10000,lam=10000,285,95,2022-03-18,2022-03-19,1.0279038710632906,0.22546712039803457,0.58947368421052626,38
B4,2,1,100,lam=100,190,190,2022-01-02,2022-01-03,1.0742021318571922,0.23353539050577571,0.53157894736842104,38
B4,2,2,100,lam=100,380,189,2022-05-22,2022-08-05,1.0619734509626355,0.23020984440367698,0.48148148148148145,38
B4,2,3,100,lam=100,569,191,2023-01-19,2023-01-21,1.0076929290496011,0.20543268715712934,0.52356020942408377,4
B4,2,1,300,lam=300,190,190,2022-01-02,2022-01-03,0.99460046540548375,0.21429352061932996,0.54210526315789476,38
B4,2,2,300,lam=300,380,189,2022-05-22,2022-08-05,1.0330561123069326,0.22310762122568034,0.48677248677248675,38
B4,2,3,300,lam=300,569,191,2023-01-19,2023-01-21,0.98418096173035408,0.20084717686945733,0.52356020942408377,4
B4,2,1,1000,lam=1000,190,190,2022-01-02,2022-01-03,0.99259641871057147,0.21423220070358501,0.54736842105263162,38
B4,2,2,1000,lam=1000,380,189,2022-05-22,2022-08-05,1.0202832863600055,0.21972738985684262,0.49735449735449733,38
B4,2,3,1000,lam=1000,569,191,2023-01-19,2023-01-21,0.97488105588748919,0.19902502397506949,0.54450261780104714,4
B4,2,1,3000,lam=3000,190,190,2022-01-02,2022-01-03,1.0203243582553569,0.22414866033645761,0.51578947368421058,38
B4,2,2,3000,lam=3000,380,189,2022-05-22,2022-08-05,1.0251521688485727,0.22144694927119882,0.49206349206349204,38
B4,2,3,3000,lam=3000,569,191,2023-01-19,2023-01-21,0.98445375569792748,0.20227872316051898,0.5706806282722513,4
B4,2,1,10000,lam=10000,190,190,2022-01-02,2022-01-03,1.0450592046199354,0.23319970803573178,0.44210526315789472,38
B4,2,2,10000,lam=10000,380,189,2022-05-22,2022-08-05,1.0392546992408296,0.22646444226891729,0.47619047619047616,38
B4,2,3,10000,lam=10000,569,191,2023-01-19,2023-01-21,1.0108108293518607,0.21161732449806045,0.53403141361256545,4
B4,3,1,100,lam=100,285,284,2022-03-18,2022-03-19,1.0148724488515686,0.21609903105555317,0.52464788732394363,38
B4,3,2,100,lam=100,569,286,2023-01-19,2023-01-21,1.0084124864293633,0.204556736050856,0.53846153846153844,4
B4,3,3,100,lam=100,855,285,2023-10-28,2023-10-29,0.97669163630631817,0.20185801956846638,0.57192982456140351,4
B4,3,1,300,lam=300,285,284,2022-03-18,2022-03-19,0.99898081322328658,0.21249583082495188,0.51760563380281688,38
B4,3,2,300,lam=300,569,286,2023-01-19,2023-01-21,0.97935271505757637,0.19975455828383512,0.53846153846153844,4
B4,3,3,300,lam=300,855,285,2023-10-28,2023-10-29,0.96695014134945523,0.20008186577712136,0.57894736842105265,4
B4,3,1,1000,lam=1000,285,284,2022-03-18,2022-03-19,1.0011969279120709,0.21377404654958534,0.51760563380281688,38
B4,3,2,1000,lam=1000,569,286,2023-01-19,2023-01-21,0.9696460950318847,0.19874939481584594,0.55944055944055948,4
B4,3,3,1000,lam=1000,855,285,2023-10-28,2023-10-29,0.96357669052397865,0.19980683902268645,0.56491228070175437,4
B4,3,1,3000,lam=3000,285,284,2022-03-18,2022-03-19,1.0183618869870172,0.21994059344402667,0.52112676056338025,38
B4,3,2,3000,lam=3000,569,286,2023-01-19,2023-01-21,0.98154160411116076,0.20337100443785622,0.57692307692307687,4
B4,3,3,3000,lam=3000,855,285,2023-10-28,2023-10-29,0.97158349918551579,0.20277778016924017,0.57192982456140351,4
B4,3,1,10000,lam=10000,285,284,2022-03-18,2022-03-19,1.0392658491851041,0.22758075575296102,0.51760563380281688,38
B4,3,2,10000,lam=10000,569,286,2023-01-19,2023-01-21,1.0109774370126867,0.21414475539262684,0.534965034965035,4
B4,3,3,10000,lam=10000,855,285,2023-10-28,2023-10-29,0.99682696675102889,0.21182039651547621,0.54035087719298247,4
B4,4,1,100,lam=100,380,380,2022-05-22,2022-08-05,1.0199964459428035,0.21538404320977872,0.50789473684210529,38
B4,4,2,100,lam=100,760,380,2023-05-28,2023-08-11,0.98154993797956658,0.20125642124060014,0.55263157894736847,4
B4,4,3,100,lam=100,1140,380,2024-05-19,2024-08-16,1.01512866610756,0.20826013519480396,0.52368421052631575,4
B4,4,1,300,lam=300,380,380,2022-05-22,2022-08-05,1.0019052778823843,0.21093881931462546,0.51052631578947372,38
B4,4,2,300,lam=300,760,380,2023-05-28,2023-08-11,0.9662100004749965,0.19875807786282829,0.57105263157894737,4
B4,4,3,300,lam=300,1140,380,2024-05-19,2024-08-16,1.0058481697838677,0.20670792445536676,0.50789473684210529,4
B4,4,1,1000,lam=1000,380,380,2022-05-22,2022-08-05,0.99993897067164961,0.21050639335862528,0.52894736842105261,38
B4,4,2,1000,lam=1000,760,380,2023-05-28,2023-08-11,0.9628508344190535,0.19920954818208572,0.57631578947368423,4
B4,4,3,1000,lam=1000,1140,380,2024-05-19,2024-08-16,1.0020993960735469,0.20635343744000564,0.50789473684210529,4
B4,4,1,3000,lam=3000,380,380,2022-05-22,2022-08-05,1.013298528374986,0.2149715802340085,0.51578947368421058,38
B4,4,2,3000,lam=3000,760,380,2023-05-28,2023-08-11,0.97352183291937366,0.20356470080244848,0.57631578947368423,4
B4,4,3,3000,lam=3000,1140,380,2024-05-19,2024-08-16,1.0085289629927217,0.20865780176191615,0.49736842105263157,4
B4,4,1,10000,lam=10000,380,380,2022-05-22,2022-08-05,1.0339160881911271,0.22237047549960196,0.49473684210526314,38
B4,4,2,10000,lam=10000,760,380,2023-05-28,2023-08-11,1.0014953026910602,0.21396235439391023,0.5368421052631579,4
B4,4,3,10000,lam=10000,1140,380,2024-05-19,2024-08-16,1.0287311737465752,0.2156380603683869,0.48947368421052634,4
B5,1,1,100,lam=100,97,93,2021-10-30,2021-10-31,1.387857637455727,0.30621087055719193,0.29032258064516131,51
B5,1,2,100,lam=100,190,95,2022-01-02,2022-01-03,1.1343808006907683,0.2478829653468185,0.50526315789473686,47
B5,1,3,100,lam=100,285,95,2022-03-18,2022-03-19,0.97262646564653066,0.20037555510113886,0.57894736842105265,47
B5,1,1,300,lam=300,97,93,2021-10-30,2021-10-31,1.2535544742207156,0.28040668049495032,0.25806451612903225,51
B5,1,2,300,lam=300,190,95,2022-01-02,2022-01-03,1.0445799074166386,0.22935340217635164,0.50526315789473686,47
B5,1,3,300,lam=300,285,95,2022-03-18,2022-03-19,0.962597813409373,0.19895565646683275,0.54736842105263162,47
B5,1,1,1000,lam=1000,97,93,2021-10-30,2021-10-31,1.1417048660509594,0.25146865901401089,0.25806451612903225,51
B5,1,2,1000,lam=1000,190,95,2022-01-02,2022-01-03,1.0229160038911431,0.22590267521514992,0.51578947368421058,47
B5,1,3,1000,lam=1000,285,95,2022-03-18,2022-03-19,0.9717179715444989,0.20359936989429026,0.54736842105263162,47
B5,1,1,3000,lam=3000,97,93,2021-10-30,2021-10-31,1.1001608412992567,0.23829357677944807,0.25806451612903225,51
B5,1,2,3000,lam=3000,190,95,2022-01-02,2022-01-03,1.0380918362060148,0.23265388281094235,0.4631578947368421,47
B5,1,3,3000,lam=3000,285,95,2022-03-18,2022-03-19,0.99803278377024451,0.21398180726753618,0.55789473684210522,47
B5,1,1,10000,lam=10000,97,93,2021-10-30,2021-10-31,1.090295598494224,0.23500752360826513,0.26881720430107525,51
B5,1,2,10000,lam=10000,190,95,2022-01-02,2022-01-03,1.0568038581384973,0.23996894664667645,0.40000000000000002,47
B5,1,3,10000,lam=10000,285,95,2022-03-18,2022-03-19,1.0279038710632906,0.22546712039803457,0.58947368421052626,47
B5,2,1,100,lam=100,190,190,2022-01-02,2022-01-03,1.0742021318571922,0.23353539050577574,0.53157894736842104,47
B5,2,2,100,lam=100,380,189,2022-05-22,2022-08-05,1.0619734509626355,0.23020984440367698,0.48148148148148145,47
B5,2,3,100,lam=100,569,191,2023-01-19,2023-01-21,1.0141505828045516,0.20754727936505299,0.52356020942408377,4
B5,2,1,300,lam=300,190,190,2022-01-02,2022-01-03,0.99460046540548375,0.21429352061932996,0.54210526315789476,47
B5,2,2,300,lam=300,380,189,2022-05-22,2022-08-05,1.0330561123069326,0.22310762122568034,0.48677248677248675,47
B5,2,3,300,lam=300,569,191,2023-01-19,2023-01-21,0.98529073533522882,0.20114852540332509,0.51308900523560208,4
B5,2,1,1000,lam=1000,190,190,2022-01-02,2022-01-03,0.99259641871057147,0.21423220070358495,0.54736842105263162,47
B5,2,2,1000,lam=1000,380,189,2022-05-22,2022-08-05,1.0202832863600053,0.21972738985684262,0.49735449735449733,47
B5,2,3,1000,lam=1000,569,191,2023-01-19,2023-01-21,0.97487358547455394,0.19896691791309737,0.54450261780104714,4
B5,2,1,3000,lam=3000,190,190,2022-01-02,2022-01-03,1.0203243582553569,0.22414866033645761,0.51578947368421058,47
B5,2,2,3000,lam=3000,380,189,2022-05-22,2022-08-05,1.0251521688485727,0.22144694927119882,0.49206349206349204,47
B5,2,3,3000,lam=3000,569,191,2023-01-19,2023-01-21,0.98416899685717651,0.20218528479345033,0.5759162303664922,4
B5,2,1,10000,lam=10000,190,190,2022-01-02,2022-01-03,1.0450592046199356,0.23319970803573181,0.44210526315789472,47
B5,2,2,10000,lam=10000,380,189,2022-05-22,2022-08-05,1.0392546992408296,0.22646444226891738,0.47619047619047616,47
B5,2,3,10000,lam=10000,569,191,2023-01-19,2023-01-21,1.0101081947715871,0.21137317342401962,0.53403141361256545,4
B5,3,1,100,lam=100,285,284,2022-03-18,2022-03-19,1.0148724488515684,0.21609903105555317,0.52464788732394363,47
B5,3,2,100,lam=100,569,286,2023-01-19,2023-01-21,1.0127308161675623,0.20562106453746126,0.54195804195804198,4
B5,3,3,100,lam=100,855,285,2023-10-28,2023-10-29,0.98590611951901996,0.20359571272758814,0.56140350877192979,4
B5,3,1,300,lam=300,285,284,2022-03-18,2022-03-19,0.99898081322328658,0.21249583082495188,0.51760563380281688,47
B5,3,2,300,lam=300,569,286,2023-01-19,2023-01-21,0.98003362260607418,0.19986284714915217,0.53146853146853146,4
B5,3,3,300,lam=300,855,285,2023-10-28,2023-10-29,0.96954484688655507,0.2004407762709953,0.58245614035087723,4
B5,3,1,1000,lam=1000,285,284,2022-03-18,2022-03-19,1.0011969279120709,0.21377404654958534,0.51760563380281688,47
B5,3,2,1000,lam=1000,569,286,2023-01-19,2023-01-21,0.96979034968161049,0.19881543688070993,0.55944055944055948,4
B5,3,3,1000,lam=1000,855,285,2023-10-28,2023-10-29,0.9640614397377576,0.19976521585260459,0.56842105263157894,4
B5,3,1,3000,lam=3000,285,284,2022-03-18,2022-03-19,1.0183618869870172,0.21994059344402667,0.52112676056338025,47
B5,3,2,3000,lam=3000,569,286,2023-01-19,2023-01-21,0.98128776761783032,0.20334895075799114,0.58041958041958042,4
B5,3,3,3000,lam=3000,855,285,2023-10-28,2023-10-29,0.97149642560881155,0.2026389174660313,0.56140350877192979,4
B5,3,1,10000,lam=10000,285,284,2022-03-18,2022-03-19,1.0392658491851041,0.22758075575296102,0.51760563380281688,47
B5,3,2,10000,lam=10000,569,286,2023-01-19,2023-01-21,1.0102142806740084,0.21391191791667497,0.534965034965035,4
B5,3,3,10000,lam=10000,855,285,2023-10-28,2023-10-29,0.99604974019998116,0.21149133261237385,0.54035087719298247,4
B5,4,1,100,lam=100,380,380,2022-05-22,2022-08-05,1.0199964459428035,0.21538404320977872,0.50789473684210529,47
B5,4,2,100,lam=100,760,380,2023-05-28,2023-08-11,0.98992685179154893,0.20242635440477472,0.55526315789473679,4
B5,4,3,100,lam=100,1140,380,2024-05-19,2024-08-16,1.0186755628412139,0.20977784568059801,0.50789473684210529,4
B5,4,1,300,lam=300,380,380,2022-05-22,2022-08-05,1.0019052778823845,0.21093881931462546,0.51052631578947372,47
B5,4,2,300,lam=300,760,380,2023-05-28,2023-08-11,0.96842832938021028,0.19899379754526919,0.57105263157894737,4
B5,4,3,300,lam=300,1140,380,2024-05-19,2024-08-16,1.0060319581827017,0.20701023627345722,0.51315789473684215,4
B5,4,1,1000,lam=1000,380,380,2022-05-22,2022-08-05,0.99993897067164961,0.21050639335862528,0.52894736842105261,47
B5,4,2,1000,lam=1000,760,380,2023-05-28,2023-08-11,0.96321753350006534,0.19922123349079798,0.5736842105263158,4
B5,4,3,1000,lam=1000,1140,380,2024-05-19,2024-08-16,1.0020073533703342,0.20643349204453271,0.51315789473684215,4
B5,4,1,3000,lam=3000,380,380,2022-05-22,2022-08-05,1.013298528374986,0.2149715802340085,0.51578947368421058,47
B5,4,2,3000,lam=3000,760,380,2023-05-28,2023-08-11,0.97329928481396466,0.20346553145743282,0.57894736842105265,4
B5,4,3,3000,lam=3000,1140,380,2024-05-19,2024-08-16,1.0087665486096924,0.20879230936905577,0.5,4
B5,4,1,10000,lam=10000,380,380,2022-05-22,2022-08-05,1.0339160881911271,0.22237047549960196,0.49473684210526314,47
B5,4,2,10000,lam=10000,760,380,2023-05-28,2023-08-11,1.0006797404324599,0.21366932794138072,0.53157894736842104,4
B5,4,3,10000,lam=10000,1140,380,2024-05-19,2024-08-16,1.0287555715263244,0.21567749980628434,0.48684210526315791,4
B6,1,1,100,lam=100,97,93,2021-10-30,2021-10-31,1.387857637455727,0.30621087055719193,0.29032258064516131,57
B6,1,2,100,lam=100,190,95,2022-01-02,2022-01-03,1.1343808006907681,0.2478829653468185,0.50526315789473686,53
B6,1,3,100,lam=100,285,95,2022-03-18,2022-03-19,0.97262646564653088,0.20037555510113886,0.57894736842105265,53
B6,1,1,300,lam=300,97,93,2021-10-30,2021-10-31,1.2535544742207154,0.28040668049495032,0.25806451612903225,57
B6,1,2,300,lam=300,190,95,2022-01-02,2022-01-03,1.0445799074166386,0.22935340217635164,0.50526315789473686,53
B6,1,3,300,lam=300,285,95,2022-03-18,2022-03-19,0.962597813409373,0.19895565646683275,0.54736842105263162,53
B6,1,1,1000,lam=1000,97,93,2021-10-30,2021-10-31,1.1417048660509594,0.25146865901401089,0.25806451612903225,57
B6,1,2,1000,lam=1000,190,95,2022-01-02,2022-01-03,1.0229160038911431,0.22590267521514995,0.51578947368421058,53
B6,1,3,1000,lam=1000,285,95,2022-03-18,2022-03-19,0.9717179715444989,0.20359936989429026,0.54736842105263162,53
B6,1,1,3000,lam=3000,97,93,2021-10-30,2021-10-31,1.1001608412992567,0.23829357677944812,0.25806451612903225,57
B6,1,2,3000,lam=3000,190,95,2022-01-02,2022-01-03,1.0380918362060148,0.23265388281094235,0.4631578947368421,53
B6,1,3,3000,lam=3000,285,95,2022-03-18,2022-03-19,0.99803278377024451,0.21398180726753618,0.55789473684210522,53
B6,1,1,10000,lam=10000,97,93,2021-10-30,2021-10-31,1.090295598494224,0.23500752360826513,0.26881720430107525,57
B6,1,2,10000,lam=10000,190,95,2022-01-02,2022-01-03,1.0568038581384973,0.23996894664667645,0.40000000000000002,53
B6,1,3,10000,lam=10000,285,95,2022-03-18,2022-03-19,1.0279038710632906,0.22546712039803457,0.58947368421052626,53
B6,2,1,100,lam=100,190,190,2022-01-02,2022-01-03,1.0742021318571922,0.23353539050577574,0.53157894736842104,53
B6,2,2,100,lam=100,380,189,2022-05-22,2022-08-05,1.0619734509626355,0.23020984440367698,0.48148148148148145,53
B6,2,3,100,lam=100,569,191,2023-01-19,2023-01-21,1.0156117815302879,0.20864606148272524,0.52356020942408377,4
B6,2,1,300,lam=300,190,190,2022-01-02,2022-01-03,0.99460046540548375,0.21429352061932996,0.54210526315789476,53
B6,2,2,300,lam=300,380,189,2022-05-22,2022-08-05,1.0330561123069326,0.22310762122568034,0.48677248677248675,53
B6,2,3,300,lam=300,569,191,2023-01-19,2023-01-21,0.98439702299434628,0.20119118703483557,0.52356020942408377,4
B6,2,1,1000,lam=1000,190,190,2022-01-02,2022-01-03,0.99259641871057147,0.21423220070358501,0.54736842105263162,53
B6,2,2,1000,lam=1000,380,189,2022-05-22,2022-08-05,1.0202832863600055,0.21972738985684262,0.49735449735449733,53
B6,2,3,1000,lam=1000,569,191,2023-01-19,2023-01-21,0.97378721528807544,0.19870295899882284,0.54973821989528793,4
B6,2,1,3000,lam=3000,190,190,2022-01-02,2022-01-03,1.0203243582553572,0.22414866033645761,0.51578947368421058,53
B6,2,2,3000,lam=3000,380,189,2022-05-22,2022-08-05,1.0251521688485727,0.22144694927119882,0.49206349206349204,53
B6,2,3,3000,lam=3000,569,191,2023-01-19,2023-01-21,0.98370730774090542,0.2020987720278869,0.5706806282722513,4
B6,2,1,10000,lam=10000,190,190,2022-01-02,2022-01-03,1.0450592046199354,0.23319970803573178,0.44210526315789472,53
B6,2,2,10000,lam=10000,380,189,2022-05-22,2022-08-05,1.0392546992408296,0.22646444226891729,0.47619047619047616,53
B6,2,3,10000,lam=10000,569,191,2023-01-19,2023-01-21,1.0099100895675406,0.21134642256642727,0.53403141361256545,4
B6,3,1,100,lam=100,285,284,2022-03-18,2022-03-19,1.0148724488515686,0.21609903105555317,0.52464788732394363,53
B6,3,2,100,lam=100,569,286,2023-01-19,2023-01-21,1.0116315543317811,0.2060113401888595,0.53146853146853146,4
B6,3,3,100,lam=100,855,285,2023-10-28,2023-10-29,0.98777789805895522,0.20458668175997244,0.5859649122807018,4
B6,3,1,300,lam=300,285,284,2022-03-18,2022-03-19,0.99898081322328658,0.21249583082495188,0.51760563380281688,53
B6,3,2,300,lam=300,569,286,2023-01-19,2023-01-21,0.97821825885618086,0.19973981653727391,0.53846153846153844,4
B6,3,3,300,lam=300,855,285,2023-10-28,2023-10-29,0.97041486644370789,0.20094070987845608,0.56842105263157894,4
B6,3,1,1000,lam=1000,285,284,2022-03-18,2022-03-19,1.0011969279120709,0.21377404654958534,0.51760563380281688,53
B6,3,2,1000,lam=1000,569,286,2023-01-19,2023-01-21,0.96850772836807386,0.19856098533775426,0.56643356643356646,4
B6,3,3,1000,lam=1000,855,285,2023-10-28,2023-10-29,0.96427723895482731,0.19992859841340455,0.57192982456140351,4
B6,3,1,3000,lam=3000,285,284,2022-03-18,2022-03-19,1.0183618869870172,0.21994059344402667,0.52112676056338025,53
B6,3,2,3000,lam=3000,569,286,2023-01-19,2023-01-21,0.98074423212164497,0.20325698358953848,0.57692307692307687,4
B6,3,3,3000,lam=3000,855,285,2023-10-28,2023-10-29,0.97153412866917777,0.20268898271140204,0.56140350877192979,4
B6,3,1,10000,lam=10000,285,284,2022-03-18,2022-03-19,1.0392658491851041,0.22758075575296102,0.51760563380281688,53
B6,3,2,10000,lam=10000,569,286,2023-01-19,2023-01-21,1.009947607715274,0.21386726782014784,0.534965034965035,4
B6,3,3,10000,lam=10000,855,285,2023-10-28,2023-10-29,0.99592822902231526,0.21145599809559409,0.54035087719298247,4
B6,4,1,100,lam=100,380,380,2022-05-22,2022-08-05,1.0199964459428035,0.21538404320977872,0.50789473684210529,53
B6,4,2,100,lam=100,760,380,2023-05-28,2023-08-11,0.99112909552925821,0.2034916145684138,0.55000000000000004,4
B6,4,3,100,lam=100,1140,380,2024-05-19,2024-08-16,1.0313561797116235,0.21085870342696819,0.51842105263157889,4
B6,4,1,300,lam=300,380,380,2022-05-22,2022-08-05,1.0019052778823843,0.21093881931462546,0.51052631578947372,53
B6,4,2,300,lam=300,760,380,2023-05-28,2023-08-11,0.96926179016332947,0.19957349110825182,0.57105263157894737,4
B6,4,3,300,lam=300,1140,380,2024-05-19,2024-08-16,1.0122330856392694,0.20760679948106031,0.51315789473684215,4
B6,4,1,1000,lam=1000,380,380,2022-05-22,2022-08-05,0.99993897067164961,0.21050639335862528,0.52894736842105261,53
B6,4,2,1000,lam=1000,760,380,2023-05-28,2023-08-11,0.96315082162714527,0.19936076032808381,0.57631578947368423,4
B6,4,3,1000,lam=1000,1140,380,2024-05-19,2024-08-16,1.0042672293116419,0.2066750701844095,0.50789473684210529,4
B6,4,1,3000,lam=3000,380,380,2022-05-22,2022-08-05,1.013298528374986,0.21497158023400856,0.51578947368421058,53
B6,4,2,3000,lam=3000,760,380,2023-05-28,2023-08-11,0.97307802673309429,0.20347407656047009,0.57894736842105265,4
B6,4,3,3000,lam=3000,1140,380,2024-05-19,2024-08-16,1.0097053611218658,0.20888963178535447,0.49736842105263157,4
B6,4,1,10000,lam=10000,380,380,2022-05-22,2022-08-05,1.0339160881911271,0.22237047549960196,0.49473684210526314,53
B6,4,2,10000,lam=10000,760,380,2023-05-28,2023-08-11,1.0004235978290934,0.21361142762822669,0.53947368421052633,4
B6,4,3,10000,lam=10000,1140,380,2024-05-19,2024-08-16,1.0291659207271726,0.21573142426489136,0.48684210526315791,4
