arm,fold,team,parameter,refits,mean_abs_change,mean_level,relative_change
sot,3,Manchester City,defence,109,0.027063474077748027,2.9051870474651817,0.0093155702664175465
sot,3,Manchester Utd,attack,109,0.011175808370564788,1.1236835340512417,0.0099456902516604408
sot,3,Manchester Utd,defence,109,0.040510415759033677,3.8383094228338632,0.010554233985941764
sot,3,Newcastle,attack,109,0.0097187177167478052,1.1200733130560372,0.0086768585622587525
sot,3,Newcastle,defence,109,0.043772465514565644,3.9874268307034941,0.01097762225441086
sot,3,Norwich City,attack,109,0.0021039585732381149,0.63331161125614521,0.0033221537957673119
sot,3,Norwich City,defence,109,0.019631634558288313,5.5252648404191103,0.0035530667081651035
sot,3,Nottingham,attack,109,0.0098100613414043546,1.0113532240600356,0.0096999357969338052
sot,3,Nottingham,defence,109,0.037754274488238614,3.7399113978558165,0.010094964952882058
sot,3,Sheffield United,attack,109,0.0025131062394173056,0.85043808713598368,0.0029550725413541646
sot,3,Sheffield United,defence,109,0.020887189973250828,5.7870869900431323,0.0036092752725486767
sot,3,Southampton,attack,109,0.013261866970534877,0.74730720481203095,0.017746205155175259
sot,3,Southampton,defence,109,0.10468688369874719,5.3251100569905248,0.019659102361897621
sot,3,Tottenham,attack,109,0.011178126030259614,1.2489999498215483,0.0089496609122015555
sot,3,Tottenham,defence,109,0.039928666267242278,3.7990491149978225,0.010510173745744049
sot,3,Watford,attack,109,0.0022994660054677023,0.66468431535832018,0.003459485882750368
sot,3,Watford,defence,109,0.016163059697843575,4.4936393691204728,0.0035968751317503088
sot,3,West Ham,attack,109,0.010463857080231906,0.94190188995554847,0.011109285576150325
sot,3,West Ham,defence,109,0.042056698418831279,4.5994095424902381,0.0091439342442335998
sot,3,Wolves,attack,109,0.0082718252662325811,0.9853782560867369,0.0083945684970589234
sot,3,Wolves,defence,109,0.040344137773817339,4.3087190180415416,0.0093633717132372007
goals,3,Ipswich Town,attack,107,0.025261564385531964,0.74145264270221711,0.034070367992035784
goals,3,Ipswich Town,defence,107,0.038458676130332062,1.6149866567905689,0.02381361850181489
sot,3,Ipswich Town,attack,107,0.014353003533291095,0.77017818406254146,0.018635951822968767
sot,3,Ipswich Town,defence,107,0.064599057682439967,4.5892260481952709,0.014076242269182571
goals,4,Arsenal,attack,114,0.020684605268220323,1.531627961805387,0.013504980180590728
goals,4,Arsenal,defence,114,0.012686311207349203,0.6151140673589266,0.020624323000479495
goals,4,Aston Villa,attack,114,0.019247976472988603,1.2068691341979201,0.015948685675668327
goals,4,Aston Villa,defence,114,0.015976768037545813,0.92927965895470821,0.017192637204086803
goals,4,Bournemouth,attack,114,0.017956733658196486,1.2455287634951218,0.014416956223321144
goals,4,Bournemouth,defence,114,0.020879860038328101,1.1589949531416919,0.018015488317467635
goals,4,Brentford,attack,114,0.019917920709287166,1.2964746045579809,0.015363139886629686
goals,4,Brentford,defence,114,0.01794098932459352,1.1156486290709595,0.016081218456328514
goals,4,Brighton,attack,114,0.017507763549604257,1.2792639878377894,0.013685809743769822
goals,4,Brighton,defence,114,0.016601276140813182,1.0835164054551456,0.015321665696274892
goals,4,Burnley,attack,114,0.031399891727168623,0.89549870628212591,0.035064139687630239
goals,4,Burnley,defence,114,0.040037465697955098,1.5268854382689547,0.026221656644617668
goals,4,Chelsea,attack,114,0.01789224234925027,1.3094067519493222,0.013664388336637164
goals,4,Chelsea,defence,114,0.017861571749739687,0.92098582840051779,0.01939397024247376
goals,4,Crystal Palace,attack,114,0.015309348815867757,1.0271917496648368,0.014904080782252249
goals,4,Crystal Palace,defence,114,0.018498897581649125,0.97560217036276808,0.018961517454159096
goals,4,Everton,attack,114,0.015676537804593927,0.94890551249678523,0.016520652054539557
goals,4,Everton,defence,114,0.017322516820650599,0.88513303360438722,0.019570523484035901
goals,4,Fulham,attack,114,0.01519317920513146,1.1230207595960653,0.01352884982339617
goals,4,Fulham,defence,114,0.017105406722553094,1.1411094209344415,0.014990154676442572
goals,4,Ipswich Town,attack,114,0.00354458768751392,0.75491138144974923,0.0046953692507679667
goals,4,Ipswich Town,defence,114,0.010734901598703011,1.8145994589244241,0.0059158518679741914
